state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence,extraction_confidence_note,source_file
MI,Detroit News,121301,1972,MI,TAX,WAYNE-F,0.6 MILL PROPERTY TAX FOR NEW COUNTY JAIL,1,VOTE YES,0.92,,121301_19721105.pdf
MI,Detroit News,121301,1972,MI,TAX,WAYNE-G,0.4 MILL PROPERTY TAX FOR JUVENILE COURT,1,VOTE YES,0.85,OCR partial — partial proposal description,121301_19721105.pdf
MI,Detroit News,121301,1974,MI,AMENDMENT,DETROIT-E,PERMIT CITY COUNCIL TO SIT AS TAX REVIEW BOARD,0,VOTE NO,0.92,,121301_19741103.pdf
MI,Detroit News,121301,1974,MI,AMENDMENT,DETROIT-F,REQUIRE CITY COUNCIL APPROVAL OF CITY CONTRACTS,1,VOTE YES,0.92,,121301_19741103.pdf
MI,Detroit News,121301,1974,MI,BALLOT MEASURE,STATE-A,LIMIT USE OF MOTOR FUEL TAX,0,VOTE NO,0.92,,121301_19741103.pdf
MI,Detroit News,121301,1974,MI,BOND,STATE-B,VIETNAM AND OTHER VETERANS BONUS,1,VOTE YES,0.92,,121301_19741103.pdf
MI,Detroit News,121301,1974,MI,BOND,STATE-D,STATEWIDE TRANSIT SYSTEMS BONDS,1,VOTE YES,0.92,,121301_19741103.pdf
MI,Detroit News,121301,1976,MI,Millage,,Macomb County Community College millage increase of 1.05 mills,1,Vote YES,0.88,,121301_19761101.pdf
MI,Detroit News,121301,1976,MI,Proposal,A,Prohibit non-returnable bottles and cans for soft drinks and beer; ban pulltop cans and require refundable cash deposits for beverage containers,0,Vote NO,0.92,,121301_19761101.pdf
MI,Detroit News,121301,1976,MI,Proposal,B,Permit election of 18-year-olds to the State House and Senate,0,Vote NO,0.92,,121301_19761101.pdf
MI,Detroit News,121301,1976,MI,Proposal,C,Limit state taxes and spending to 8.3 percent of combined personal income of citizens,1,Sidebar editorial 'Proposal C is needed' explicitly states 'should be approved'; main column endorsement list ambiguous in OCR,0.7,OCR shows 'Vote NO' in main column but accompanying sidebar editorial unambiguously endorses; resolved as YES per the sidebar's explicit 'should be approved' language. Confidence flagged for QA spot-check.,121301_19761101.pdf
MI,Detroit News,121301,1976,MI,Proposal,D,Replace flat-rate state income tax with graduated state income tax for 1977; rates after 1977 set by Legislature,0,Vote NO,0.9,,121301_19761101.pdf
MI,Detroit News,121301,1976,MI,Proposal,E,Authorize 5-mill tax increase for Detroit schools,1,Vote YES,0.92,,121301_19761101.pdf
MI,Detroit News,121301,1976,MI,Proposal,F,Amend Detroit City Charter to allow Council to elect any of its members to replace Council president on the pension board,1,Vote YES,0.92,,121301_19761101.pdf
MI,Detroit News,121301,1976,MI,Proposal,G,Advisory question on whether the state should legislate casino gambling for Detroit,0,Vote NO,0.92,,121301_19761101.pdf
MI,Detroit News,121301,1978,MI,Proposal,A,Hold a constitutional convention within 11 months,0,Vote NO,0.93,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,B,Prohibit granting parole to prisoners convicted of certain crimes involving violence or injury until at least the minimum sentence has been served,1,Vote YES,0.93,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,C,Authorize deposit of state funds in savings and loan associations and credit unions as well as banks,1,Vote YES,0.93,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,D,Prohibit the sale of alcoholic beverages to anyone under 21,0,Vote NO,0.93,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,E,Limit state taxation to its present 9.4 percent of personal income (the Headlee plan),1,Vote YES,0.93,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,G,Allow collective bargaining with binding arbitration for Michigan State Police,0,Vote NO,0.93,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,H,Prohibit use of property taxes for school operating expenses and establish a voucher system for financing education at public and non-public schools,0,Vote NO,0.93,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,J,Reduce property tax assessments and establish a maximum 5.6 percent state income tax rate (the Tisch plan),0,Vote NO,0.93,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,K,Permit courts to deny bail under certain circumstances involving violent crimes,1,Vote YES,0.93,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,M,Allocate at least 90 percent of gasoline-tax revenues for general road purposes and the remainder for other transportation purposes,1,Vote YES,0.93,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,R,Authorize creation of a railroad redevelopment authority to sell bonds and make loans to railroads with trackage in Michigan,0,Vote NO,0.93,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,S,Detroit general obligation bond issue (one of five Detroit capital improvement bond proposals S-W totaling $53 million),1,"Endorsed in 'Detroit Bonds' editorial Oct 25, 1978",0.85,"Specific bond purpose for each letter not detailed in OCR; bonds covered police stations, fire stations, FD HQ modernization, streetlighting, recreation",121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,T,Detroit general obligation bond issue (one of five Detroit capital improvement bond proposals S-W totaling $53 million),1,"Endorsed in 'Detroit Bonds' editorial Oct 25, 1978",0.85,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,U,Detroit general obligation bond issue (one of five Detroit capital improvement bond proposals S-W totaling $53 million),1,"Endorsed in 'Detroit Bonds' editorial Oct 25, 1978",0.85,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,V,Detroit general obligation bond issue (one of five Detroit capital improvement bond proposals S-W totaling $53 million),1,"Endorsed in 'Detroit Bonds' editorial Oct 25, 1978",0.85,,121301_19781105.pdf
MI,Detroit News,121301,1978,MI,Proposal,W,Detroit general obligation bond issue (one of five Detroit capital improvement bond proposals S-W totaling $53 million),1,"Endorsed in 'Detroit Bonds' editorial Oct 25, 1978",0.85,,121301_19781105.pdf
MI,Detroit News,121301,1980,MI,Proposal,A,Smith-Bullard Tax Proposal,0,Vote NO,0.92,,121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,B,Reduce Drinking Age to 19,1,Vote YES,0.92,,121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,C,Coalition Tax Plan,1,Vote YES,0.92,,121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,D,Tisch Tax Proposal,0,Vote NO,0.92,,121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,E,Tax Increase for Prisons,1,Vote YES,0.92,,121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,F,Change Legislative Immunity,,Direction unclear in OCR,0.65,OCR cuts off vote indicator after the proposal label,121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,H,Change Office of Lt. Gov.,1,Vote YES,0.9,,121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,J,Wayne County: Increase Millage Ceiling,0,Vote NO,0.9,,121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,K,Wayne County: Millage for County Hospital,0,Vote NO,0.9,,121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,L,Wayne County: Millage for Mental Health,0,Vote NO,0.9,,121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,M,Wayne County: Millage for Sheriff and Prosecutor,0,Vote NO,0.9,,121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,N,Detroit Fire Department Promotions,,OCR truncated,0.6,OCR shows 'Fire Department Promotions' but vote indicator garbled,121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,P,Detroit City Bonds,1,Vote YES,0.85,"Grouped P, Q, R, S in OCR as 'City Bonds YES'",121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,Q,Detroit City Bonds,1,Vote YES,0.85,"Grouped P, Q, R, S in OCR as 'City Bonds YES'",121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,R,Detroit City Bonds,1,Vote YES,0.85,"Grouped P, Q, R, S in OCR as 'City Bonds YES'",121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,S,Detroit City Bonds,1,Vote YES,0.85,"Grouped P, Q, R, S in OCR as 'City Bonds YES'",121301_19801103.pdf
MI,Detroit News,121301,1980,MI,Proposal,Y,Detroit School Millage,1,Vote YES,0.9,,121301_19801103.pdf
MI,Detroit News,121301,1982,MI,Proposal,A,Permit limits on the legal immunity now enjoyed by state lawmakers,1,Vote YES (only statewide proposal endorsed),0.92,,121301_19821031.pdf
MI,Detroit News,121301,1982,MI,Proposal,E,Nuclear-freeze initiative,0,Vote NO; especially mischievous because it could weaken U.S. negotiating position in disarmament talks,0.92,,121301_19821031.pdf
MI,Detroit News,121301,1984,MI,Proposal,A,Statewide ballot proposal,0,Vote NO,0.7,OCR garbled in proposals section; vote interpreted as NO based on listing alongside other NO votes,121301_19841104.pdf
MI,Detroit News,121301,1984,MI,Proposal,B,Statewide ballot proposal,0,Vote NO,0.7,OCR garbled in proposals section,121301_19841104.pdf
MI,Detroit News,121301,1984,MI,Proposal,C,Voter's Choice tax limitation initiative,1,Vote YES; paper supported Proposal C in editorial 'Government's Goal: Kill Prop C' criticizing Blanchard administration's opposition campaign,0.78,Direction inferred from editorial defending Proposal C against state government opposition. The OCR shows it in NO listing but the editorial context clearly supports it. Flagged for QA.,121301_19841104.pdf
MI,Detroit News,121301,1984,MI,Proposal,D-Detroit,Should Detroit City Council have the right to hire an outside attorney?,1,Vote YES,0.92,,121301_19841104.pdf
MI,Detroit News,121301,1984,MI,Proposal,S-Detroit,Should the Detroit school district be granted a 4-mill property tax increase?,0,Vote NO,0.92,,121301_19841104.pdf
MI,Detroit News,121301,1988,MI,Detroit Proposal,J,Economic Development Bonds,1,Vote YES,0.92,,121301_19881106.pdf
MI,Detroit News,121301,1988,MI,Detroit Proposal,N,Reduce the number of council votes needed to override veto,1,Vote YES,0.92,,121301_19881106.pdf
MI,Detroit News,121301,1988,MI,Detroit Proposal,R,Detroit Schools: 4-mill renewal,1,Vote YES,0.92,,121301_19881106.pdf
MI,Detroit News,121301,1988,MI,Detroit Proposal,S,Detroit Schools: 6-mill increase,0,Vote NO,0.92,,121301_19881106.pdf
MI,Detroit News,121301,1988,MI,Detroit Proposal,T,Detroit Schools: deficit bond,0,Vote NO,0.92,,121301_19881106.pdf
MI,Detroit News,121301,1988,MI,Macomb County Proposal,,Macomb Community College Millage,1,Vote YES,0.9,,121301_19881106.pdf
MI,Detroit News,121301,1988,MI,Oakland County Proposal,,Oakland Vehicle Registration Fee,1,Vote YES,0.88,,121301_19881106.pdf
MI,Detroit News,121301,1988,MI,Oakland County Proposal,,Oakland Probate Court funding (OCR garbled),1,Vote YES,0.7,Proposal description partially garbled in OCR,121301_19881106.pdf
MI,Detroit News,121301,1988,MI,Proposal,B,Statewide ballot Proposal B (related to BB? - reissue rights or environmental),1,Vote YES,0.7,Proposal B description not extractable from OCR; vote direction clear,121301_19881106.pdf
MI,Detroit News,121301,1988,MI,Proposal,C,Environmental and Recreational Bonds (paired with Proposal D),1,Vote YES,0.85,,121301_19881106.pdf
MI,Detroit News,121301,1988,MI,Proposal,D,Environmental and Recreational Bonds (paired with Proposal C),1,Vote YES,0.85,,121301_19881106.pdf
MI,Detroit News,121301,1988,MI,Wayne County Proposal,,Wayne County Intermediate School District: 1 additional mill,1,Vote YES,0.9,,121301_19881106.pdf
MI,Detroit News,121301,1988,MI,Wayne County Proposal,,Wayne County Gambling Prohibition,0,Vote NO,0.9,,121301_19881106.pdf
MI,Detroit News,121301,1990,MI,Detroit Proposal,C,Charter amendment to provide for filling Council vacancies,1,Vote YES,0.92,,121301_19901104.pdf
MI,Detroit News,121301,1990,MI,Macomb County Proposal,,Macomb Community College Millage (one-third of a mill increase),0,Vote NO,0.9,,121301_19901104.pdf
MI,Detroit News,121301,1990,MI,Wayne County Proposal,,Metropolitan Airport expansion,1,Vote YES,0.9,,121301_19901104.pdf
MI,Detroit News,121301,1992,MI,Highland Park Proposal,,Casinos for Highland Park (a YES vote means no casinos),1,Vote YES (means no casinos),0.88,,121301_19921101.pdf
MI,Detroit News,121301,1992,MI,Proposal,A,"Caps annual assessment increase only on residential property at 5 percent or rate of inflation, whichever lower",0,Vote NO,0.92,,121301_19921101.pdf
MI,Detroit News,121301,1992,MI,Proposal,B,Limits terms of state and federal legislators,1,Vote YES,0.92,,121301_19921101.pdf
MI,Detroit News,121301,1992,MI,Proposal,C,Cuts school property taxes 30 percent: state tax cut; caps annual assessment increase at 3 percent,1,Vote YES,0.92,,121301_19921101.pdf
MI,Detroit News,121301,1992,MI,Proposal,D,Rolls back car insurance rates an average 20 percent if buyers opt for lower cap on medical coverage,1,Vote YES,0.92,,121301_19921101.pdf
MI,Detroit News,121301,1992,MI,Wayne County Proposal,,"Wayne Community College Millage (1-mill, 3-year operating levy)",0,Vote NO,0.9,,121301_19921101.pdf
MI,Detroit News,121301,1992,MI,Wayne County Proposal,1,County executive must submit for legislative approval reorganization plans,0,Vote NO,0.9,,121301_19921101.pdf
MI,Detroit News,121301,1992,MI,Wayne County Proposal,2,Returns to local communities taxes collected but not expended each year on juvenile programs,0,Vote NO,0.9,,121301_19921101.pdf
MI,Detroit News,121301,1992,MI,Wayne County Proposal,3,Wayne County mental health programs millage,1,Vote YES,0.85,OCR truncated description,121301_19921101.pdf
MI,Detroit News,121301,1994,MI,Proposal,,"1-mill, four-year millage renewal for Wayne County Community College",0,Vote NO,0.88,,121301_19941106.pdf
MI,Detroit News,121301,1994,MI,Proposal,A,Call a convention to draft a new state constitution,0,Vote NO,0.92,,121301_19941106.pdf
MI,Detroit News,121301,1994,MI,Proposal,B,Ends automatic appeal for felons who plead guilty,0,Vote NO,0.92,,121301_19941106.pdf
MI,Detroit News,121301,1994,MI,Proposal,C,16 percent reduction in auto insurance premiums for limitations on benefits and lawsuits,1,Vote YES,0.92,,121301_19941106.pdf
MI,Detroit News,121301,1994,MI,Proposal,P,Establish constitutionally protected endowment fund to boost state park funding,1,Vote YES,0.92,OCR-truncated direction; assumed YES based on supportive framing,121301_19941106.pdf
MI,Detroit News,121301,1994,MI,Proposal,S,5.65 mill tax increase for Detroit school system,0,Vote NO,0.92,,121301_19941106.pdf
MI,Detroit News,121301,1996,MI,Detroit Proposal,T,Allow city to suspend pension contributions if pension investments exceed projections,1,Vote YES,0.88,,121301_19961103.pdf
MI,Detroit News,121301,1996,MI,Proposal,A,Prohibit bingo games for political fund-raising,0,Vote NO,0.92,,121301_19961103.pdf
MI,Detroit News,121301,1996,MI,Proposal,B,Amend state Constitution to require a person have practiced law in Michigan for five years before being eligible (for judicial office),0,Vote NO,0.85,Direction not fully clear in OCR; assumed NO,121301_19961103.pdf
MI,Detroit News,121301,1996,MI,Proposal,C,Place the state's Veterans' Trust Fund in the state Constitution to keep money from being used to balance state budget,0,Vote NO,0.85,Direction not fully clear in OCR,121301_19961103.pdf
MI,Detroit News,121301,1996,MI,Proposal,D,Would shift authority for regulating game from the Department of Natural Resources,0,Vote NO,0.85,,121301_19961103.pdf
MI,Detroit News,121301,1996,MI,Proposal,E,"Authorize up to three casinos in Detroit, modifying 1994 Detroit gambling referendum",0,Vote NO,0.92,,121301_19961103.pdf
MI,Detroit News,121301,1996,MI,Proposal,G,Ban use of bait and hounds in bear hunting,0,Vote NO,0.92,,121301_19961103.pdf
MI,Detroit News,121301,1996,MI,Wayne County Proposal,,Auditor General Powers Defined: shift responsibility for hiring an outside auditing firm from the Wayne County executive to the auditor general; restrict auditor general from conducting certain audits on demand,0,Vote NO,0.85,,121301_19961103.pdf
MI,Detroit News,121301,1996,MI,Wayne County Proposal,,"1-mill, five-year operating levy beginning in the year 2000",0,Vote NO,0.88,,121301_19961103.pdf
MI,Detroit News,121301,1996,MI,Wayne County Proposal,B,Independent Counsel Authorized: would add appointing an independent counsel to county commission,0,Vote NO,0.85,,121301_19961103.pdf
MI,Detroit News,121301,1996,MI,Wayne County Proposal,S,Authorize 1 percent tax on hotel rooms and 2 percent tax on rental cars to subsidize a new Lions stadium in Detroit,1,Vote YES,0.92,,121301_19961103.pdf
MI,Detroit News,121301,1998,MI,Charter Amendment,,Charter amendments related to support of Civil Service Commission and reduce number of seats to five,1,Vote YES,0.78,Description partially garbled in OCR,121301_19981101.pdf
MI,Detroit News,121301,1998,MI,Charter Amendment,,Charter amendments related to Community Advisory Councils,1,Vote YES,0.8,,121301_19981101.pdf
MI,Detroit News,121301,1998,MI,Detroit Proposal,,Detroit Living Wage Ordinance (require Detroit contractors to pay employees a living wage of about $7.70 an hour plus medical coverage),0,Vote NO,0.92,,121301_19981101.pdf
MI,Detroit News,121301,1998,MI,Proposal,,Approve a $678 million Clean Michigan Bond for various environmental cleanup projects,0,Vote NO,0.92,,121301_19981101.pdf
MI,Detroit News,121301,1998,MI,Proposal,A,Change the word 'handicapped' in the state Constitution to 'disabled',0,Vote NO,0.85,,121301_19981101.pdf
MI,Detroit News,121301,1998,MI,Proposal,B,Legalize physician-assisted suicide,0,Vote NO,0.92,,121301_19981101.pdf
MI,Detroit News,121301,1998,MI,Wayne County Proposal,,Convert Wayne County 1-mill renewable levy into a permanent operating millage beginning in 2004,0,Vote NO,0.85,,121301_19981101.pdf
MI,Detroit News,121301,1998,MI,Wayne County Proposal,,Wayne County Charter amendment to eliminate the county auditor,0,Vote NO,0.85,,121301_19981101.pdf
MI,Detroit News,121301,2000,MI,Detroit Proposal,C,Detroit charter amendment regarding government structure,1,Vote YES,0.7,OCR partially visible,121301_20001105.pdf
MI,Detroit News,121301,2000,MI,Detroit Proposal,D,Detroit ballot proposal D - neighborhood redevelopment,1,Vote YES,0.7,OCR garbled,121301_20001105.pdf
MI,Detroit News,121301,2000,MI,Detroit Proposal,I,Detroit ballot proposal I - neighborhood redevelopment,1,Vote YES,0.7,,121301_20001105.pdf
MI,Detroit News,121301,2000,MI,Detroit Proposal,L,Detroit ballot proposal L - neighborhood redevelopment,1,Vote YES,0.7,,121301_20001105.pdf
MI,Detroit News,121301,2000,MI,Detroit Proposal,M,Detroit ballot proposal M - neighborhood redevelopment,1,Vote YES,0.7,,121301_20001105.pdf
MI,Detroit News,121301,2000,MI,Detroit Proposal,R,Detroit ballot proposal R - neighborhood redevelopment,1,Vote YES,0.7,,121301_20001105.pdf
MI,Detroit News,121301,2000,MI,Detroit Proposal,S,Detroit ballot proposal S - neighborhood redevelopment,1,Vote YES,0.7,,121301_20001105.pdf
MI,Detroit News,121301,2000,MI,Macomb County Proposal,A,"10-year, 0.5-mill tax to fund 17 cultural institutions in Oakland and Wayne counties",0,Vote NO,0.88,,121301_20001105.pdf
MI,Detroit News,121301,2000,MI,Novi Proposal,,Novi fire department proposal: charter amendment to create a downtown fire station and 24-hour mobile emergency medical service,0,Vote NO,0.85,,121301_20001105.pdf
MI,Detroit News,121301,2000,MI,Oakland County Proposal,,Road proposals: $18.4-million bond issue would fund main-state-route improvement projects,1,Vote YES,0.85,,121301_20001105.pdf
MI,Detroit News,121301,2000,MI,Oakland County Proposal,A,"10-year, 0.5-mill tax to fund 17 cultural institutions in Oakland and Wayne counties",0,Vote NO,0.88,,121301_20001105.pdf
MI,Detroit News,121301,2000,MI,Proposal,1,Constitutional amendment that would allow school vouchers for parents in failing school districts,0,Vote NO,0.92,,121301_20001105.pdf
MI,Detroit News,121301,2000,MI,Proposal,2,Constitutional amendment that would require a two-thirds majority vote of the Legislature to pass any law on local government,0,Vote NO,0.92,,121301_20001105.pdf
MI,Detroit News,121301,2000,MI,Wayne County Proposal,,Wayne County Community College millage proposal: new 1.5-mill operating levy,0,Vote NO,0.85,,121301_20001105.pdf
MI,Detroit News,121301,2002,MI,Eastpointe Proposal,,"1-mill, four-year property tax for police services",0,Vote NO,0.82,,121301_20021103.pdf
MI,Detroit News,121301,2002,MI,Eastpointe Proposal,,"1-mill, four-year property tax for fire and emergency services",0,Vote NO,0.82,,121301_20021103.pdf
MI,Detroit News,121301,2002,MI,Eastpointe Proposal,S,1.44-mill increase to override automatic property tax rate reduction from rising property values,0,Vote NO,0.85,,121301_20021103.pdf
MI,Detroit News,121301,2002,MI,Macomb County Proposal,,County phone surcharge: $1.50/month/telephone for construction and maintenance of county emergency public safety communications system,0,Vote NO,0.85,,121301_20021103.pdf
MI,Detroit News,121301,2002,MI,Proposal,02-1,Constitutional amendment to prohibit straight-party voting on the ballot,0,Vote NO,0.92,,121301_20021103.pdf
MI,Detroit News,121301,2002,MI,Proposal,02-2,Initiative to let the state borrow $1 billion to assist in local sewage upgrades and other water pollution control programs,0,Vote NO,0.92,,121301_20021103.pdf
MI,Detroit News,121301,2002,MI,Proposal,02-3,Constitutional amendment to grant state classified employees the constitutional right to collective bargaining with binding arbitration,0,Vote NO,0.92,,121301_20021103.pdf
MI,Detroit News,121301,2002,MI,Proposal,02-4,"Constitutional amendment to permanently reallocate 90 percent of the tobacco settlement revenue from legislative appropriations to certain private health care groups, guaranteeing 2001 funding levels on an escalating basis",0,Vote NO,0.92,,121301_20021103.pdf
MI,Detroit News,121301,2002,MI,Roseville Proposal,,"Headlee override: millage increases for police, fire, EMS, sanitation, sewer repair and construction",0,Vote NO,0.85,,121301_20021103.pdf
MI,Detroit News,121301,2002,MI,Shelby Township Proposal,,Replace 5-mill police assessment with 4-mill property tax,1,Vote YES (one of two proposals),0.78,OCR text describes two proposals; direction inferred,121301_20021103.pdf
MI,Detroit News,121301,2002,MI,Shelby Township Proposal,,Half-mill increase to fix actuarial deficit in police and fire pension (.23-mill tax reduction overall),1,Vote YES,0.78,,121301_20021103.pdf
MI,Detroit News,121301,2002,MI,Washington Township Proposal,,Combine existing 0.75-mill tax with 0.25-mill increase for police protection for four years,0,Vote NO,0.82,,121301_20021103.pdf
MI,Detroit News,121301,2002,MI,"Wayne, Oakland Proposal",K,Raise county property taxes 0.5 mills for 10 years to fund 17 Metro Detroit cultural and recreational projects,1,Vote YES,0.92,,121301_20021103.pdf
MI,Detroit News,121301,2004,MI,Detroit Proposal,E,Create a Detroit school governance system where the mayor nominates the chief executive subject to the approval of 9-member elected school board (replacing 7-member school reform board),1,Vote YES,0.92,,121301_20041031.pdf
MI,Detroit News,121301,2004,MI,Detroit Proposal,L,Renew the Detroit library's operating millage of 3.64 mill for 10 years,1,Vote YES,0.92,,121301_20041031.pdf
MI,Detroit News,121301,2004,MI,Detroit Proposal,M,Add 1 mill to the Detroit library operating millage for 10 years,0,Vote NO,0.92,,121301_20041031.pdf
MI,Detroit News,121301,2004,MI,Detroit Proposal,N,Issue 20-year bonds to cover capital investments in aging city structures,1,Vote YES,0.92,,121301_20041031.pdf
MI,Detroit News,121301,2004,MI,Detroit Proposal,P,Issue 20-year bonds to cover capital investments in aging city structures,1,Vote YES,0.92,,121301_20041031.pdf
MI,Detroit News,121301,2004,MI,Detroit Proposal,R,Issue 20-year bonds to cover capital investments in aging city structures,1,Vote YES,0.92,,121301_20041031.pdf
MI,Detroit News,121301,2004,MI,Detroit Proposal,S,Issue $78 million worth of bonds to refurbish or expand fire stations and a new police lock-up,1,Vote YES,0.92,,121301_20041031.pdf
MI,Detroit News,121301,2004,MI,Detroit Proposal,T,Issue 20-year bonds to cover capital investments in aging city structures,1,Vote YES,0.92,,121301_20041031.pdf
