state_newspaper,newspaper,newspaper_id,year,office,dist,dname,state_election,cand_name,party,endorsed,d_inc,r_inc,o_inc,notes_endorse,extraction_confidence,extraction_confidence_note,normalization_confidence,match_confidence,overall_confidence,input_mode,source_file,filename,flag
MI,Detroit Free Press,121300,1968,STATE REP,1,Michigan House District 1,MI,"WALDRON, ROBERT E.",Republican,1,,1,,Endorsed; incumbent [V2: party filled from MI political history],0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,STATE REP,2,Michigan House District 2,MI,"MROZOWSKI, TED",Democrat,1,,,,Endorsed [V2: party filled from MI political history],0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,STATE REP,4,Michigan House District 4,MI,"PIERCE, DONALD K.",Democrat,1,,,,Endorsed [V2: party filled from MI political history],0.85,Listed in 1968 v2 as 'Donald K. Pierce' for 4th District,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,STATE REP,11,Michigan House District 11,MI,"SAUNDERS, NELIS J.",Democrat,1,,,,Endorsed [V2: party filled from MI political history] | V9c: dist 14->11 per 1968 recap image,0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,STATE REP,15,Michigan House District 15,MI,"FAXON, JACK",Democrat,1,1,,,Endorsed; incumbent [V2: party filled from MI political history],0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,STATE REP,16,Michigan House District 16,MI,"STACEY, MICHAEL L.",Democrat,1,,,,Endorsed [V2: party filled from MI political history],0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,STATE REP,17,Michigan House District 17,MI,"YEAGER, WELDON",Democrat,1,,,,Endorsed [V2: party filled from MI political history],0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,STATE REP,19,Michigan House District 19,MI,"LICATA, ANTHONY C.",Democrat,1,,,,Endorsed [V2: party filled from MI political history],0.85,Visible in 1968 v2 only,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,STATE REP,33,Michigan House District 33,MI,"YOUNG, RICHARD A.",Democrat,1,1,,,Endorsed; incumbent [V2: party filled from MI political history],0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,STATE REP,35,Michigan House District 35,MI,"SCHMIDT, LOUIS E.",Democrat,1,1,,,Endorsed; incumbent [V2: party filled from MI political history],0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,STATE REP,36,Michigan House District 36,MI,"TIERNEY, JAMES",Democrat,1,1,,,Endorsed; incumbent (denoted by *) [V2: party filled from MI political history],0.90,"OCR shows 'Jona The' for 36th District in v1, but v2 shows 'James Tierney'",,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,DA/PROSECUTOR,,Wayne,MI,"CAHALAN, WILLIAM L.",Nonpartisan,1,,,1,Endorsed for Prosecuting Attorney; incumbent,0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,SHERIFF,,Wayne,MI,"GRIBBS, ROMAN S.",Nonpartisan,1,,,1,Endorsed; incumbent,0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,CNTY CLERK,,Wayne,MI,"BRANIGIN, EDGAR M.",Nonpartisan,1,,,1,Endorsed for County Clerk; incumbent,0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,CNTY TREASURER,,Wayne,MI,"FUNK, LOUIS H.",Nonpartisan,1,,,1,Endorsed for Treasurer; incumbent,0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,JUDGE,,Wayne Circuit,MI,"MAHER, RICHARD M.",Nonpartisan,1,,,1,Endorsed for Circuit Court Judge; incumbent,0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,JUDGE,,Wayne Circuit,MI,"PERNICK, JOSEPH J.",Nonpartisan,1,,,,Endorsed for Probate Court Judge,0.85,OCR somewhat garbled ('Pernice' or 'Pernick'),,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1968,JUDGE,,Detroit Recorder's,MI,"EVANS, ROBERT J.",Nonpartisan,1,,,1,Endorsed for Recorder's Court; incumbent,0.9,,,,,pdf,,121300_19681104,
MI,Detroit Free Press,121300,1970,GOVERNOR,,Michigan Governor,MI,"MILLIKEN, WILLIAM G.",Republican,1,,,,Endorsed for Governor,0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,SEC OF STATE,,Michigan Secretary of State,MI,"AUSTIN, RICHARD H.",Democrat,1,,,,Endorsed for Secretary of State,0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,ATTORNEY GENERAL,,Michigan Attorney General,MI,"KELLEY, FRANK J.",Democrat,1,,,,Endorsed for Attorney General,0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,SENATOR,,United States Senate from Michigan,MI,"HART, PHILIP",Democrat,1,,,,Endorsed for U.S. Senator,0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE SENATOR,1,Michigan Senate District 1,MI,"FITZGERALD, GEORGE",Democrat,1,,,,Endorsed for STATE SENATOR District 1 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE SENATOR,2,Michigan Senate District 2,MI,"CHRISTIE, ROSS",Republican,1,,,,Endorsed for STATE SENATOR District 2 (Republican) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE SENATOR,4,Michigan Senate District 4,MI,"YOUNG, COLEMAN",Democrat,1,,,,Endorsed for STATE SENATOR District 4 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE SENATOR,7,Michigan Senate District 7,MI,"FAXON, JACK",Democrat,1,,,,Endorsed for STATE SENATOR District 7 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE SENATOR,8,Michigan Senate District 8,MI,"JUDD, RALPH",Republican,1,,,,Endorsed for STATE SENATOR District 8 (Republican) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE SENATOR,11,Michigan Senate District 11,MI,"MCCAULEY, JOHN",Democrat,1,,,,Endorsed for STATE SENATOR District 11 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE SENATOR,12,Michigan Senate District 12,MI,"BEEBE, LORRAINE",Republican,1,,,,Endorsed for STATE SENATOR District 12 (Republican) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE SENATOR,13,Michigan Senate District 13,MI,"FAUST, WILLIAM",Democrat,1,,,,Endorsed for STATE SENATOR District 13 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE SENATOR,14,Michigan Senate District 14,MI,"PURSELL, CARL D.",Republican,1,,,,Endorsed for STATE SENATOR District 14 (Republican) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,1,Michigan House District 1,MI,"BRYANT, WILLIAM R. JR.",Republican,1,,,,Endorsed for STATE REP District 1 (Republican) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,2,Michigan House District 2,MI,"MROZOWSKI, TED",Democrat,1,1,,,Endorsed for STATE REP District 2 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,3,Michigan House District 3,MI,"RYAN, WILLIAM A.",Democrat,1,,,,Endorsed for STATE REP District 3 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,4,Michigan House District 4,MI,"FITZGERALD, WILLIAM",Democrat,1,,,,Endorsed for STATE REP District 4 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,5,Michigan House District 5,MI,"MICHAELSON, GORDON",Republican,1,,,,Endorsed for STATE REP District 5 (Republican) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,7,Michigan House District 7,MI,"STOPCZYNSKI, STEPHEN",Democrat,1,,,,Endorsed for STATE REP District 7 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,10,Michigan House District 10,MI,"HOLMES, DAVID",Democrat,1,,,,Endorsed for STATE REP District 10 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,11,Michigan House District 11,MI,"SAUNDERS, NELIS J.",Democrat,1,1,,,Endorsed for STATE REP District 11 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,15,Michigan House District 15,MI,"STALLWORTH, ALMA G.",Democrat,1,,,,Endorsed for STATE REP District 15 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,16,Michigan House District 16,MI,"PFEIFFER, S. LILLIAN",Republican,1,,,,Endorsed for STATE REP District 16 (Republican) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,17,Michigan House District 17,MI,"BRODHEAD, WILLIAM",Democrat,1,,,,Endorsed for STATE REP District 17 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,18,Michigan House District 18,MI,"WALTON, LEONARD",Democrat,1,,,,Endorsed for STATE REP District 18 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,23,Michigan House District 23,MI,"VAUGHN, JACKIE III",Democrat,1,,,,Endorsed for STATE REP District 23 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,28,Michigan House District 28,MI,"ANDERSON, THOMAS J.",Democrat,1,,,,Endorsed for STATE REP District 28 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,32,Michigan House District 32,MI,"PILCH, ALEX",Democrat,1,,,,Endorsed for STATE REP District 32 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,33,Michigan House District 33,MI,"YOUNG, RICHARD A.",Democrat,1,1,,,Endorsed for STATE REP District 33 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,34,Michigan House District 34,MI,"BENNETT, JOHN",Democrat,1,,,,Endorsed for STATE REP District 34 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,35,Michigan House District 35,MI,"STEMPIEN, MARVIN",Democrat,1,,,,Endorsed for STATE REP District 35 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE REP,36,Michigan House District 36,MI,"TIERNEY, JAMES",Democrat,1,1,,,Endorsed for STATE REP District 36 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,SUPREME COURT,,Michigan Supreme Court,MI,"PIGGINS, EDWARD",Nonpartisan,1,,,,Endorsed for SUPREME COURT [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,SUPREME COURT,,Michigan Supreme Court,MI,"DETHMERS, JOHN",Nonpartisan,1,,,,Endorsed for SUPREME COURT [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,COURT OF APPEALS,2,Michigan Court of Appeals,MI,"DANHOF, ROBERT J.",Nonpartisan,1,,,,Endorsed for COURT OF APPEALS District 2 [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,JUDGE,,Wayne Circuit,MI,"BELL, EDWARD",Nonpartisan,1,,,,Endorsed for JUDGE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,JUDGE,,Wayne Circuit,MI,"O'HAIR, JOHN D.",Nonpartisan,1,,,,Endorsed for JUDGE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,JUDGE,,Wayne Circuit,MI,"ROUMELL, THOMAS",Nonpartisan,1,,,,Endorsed for JUDGE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,JUDGE,,Common Pleas,MI,"DIGGS, ANNA",Nonpartisan,1,,,,Endorsed for JUDGE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,JUDGE,,Wayne Probate,MI,"BASHARA, GEORGE",Nonpartisan,1,,,,Endorsed for JUDGE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,JUDGE,,Detroit Recorder's,MI,"HAGUE, WILLIAM",Nonpartisan,1,,,,Endorsed for JUDGE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE BOARD OF ED,,State Board of Education (MI),MI,"MILLER, ANNETTA",Democrat,1,,,,Endorsed for STATE BOARD OF ED (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,STATE BOARD OF ED,,State Board of Education (MI),MI,"ROBINSON, DAVID",Republican,1,,,,Endorsed for STATE BOARD OF ED (Republican) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,TRUSTEE,,Michigan State University Board of Trustees,MI,"CARRIGAN, PATRICIA",Democrat,1,,,,MSU Board of Trustees,0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,TRUSTEE,,Michigan State University Board of Trustees,MI,"DIEHL, DAVID",Republican,1,,,,MSU Board of Trustees,0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,TRUSTEE,,Wayne State University Board of Governors,MI,"PINCUS, MAX J.",Democrat,1,,,,Endorsed for TRUSTEE (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,TRUSTEE,,Wayne State University Board of Governors,MI,"ATCHISON, LEON H.",Democrat,1,,,,Endorsed for TRUSTEE (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,REGENT,,University of Michigan Board of Regents,MI,"BROWN, PAUL",Democrat,1,,,,Endorsed for REGENT (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,REGENT,,University of Michigan Board of Regents,MI,"SHULER, JACK",Republican,1,,,,Endorsed for REGENT (Republican) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,SHERIFF,,Wayne,MI,"LUCAS, WILLIAM",Nonpartisan,1,,,,Endorsed for SHERIFF [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,CNTY COMM,3,Wayne,MI,"STEINER, ELVIN JR.",Republican,1,,,,Endorsed for CNTY COMM District 3 (Republican) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,CNTY COMM,12,Wayne,MI,"REILLY, MICHAEL",Democrat,1,,,,Endorsed for CNTY COMM District 12 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,CNTY COMM,13,Wayne,MI,"FITZPATRICK, ROBERT",Democrat,1,,,,Endorsed for CNTY COMM District 13 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,CNTY COMM,14,Wayne,MI,"O'ROURKE, THOMAS",Democrat,1,,,,Endorsed for CNTY COMM District 14 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,CNTY COMM,16,Wayne,MI,"JONES, EDWARD",Democrat,1,,,,Endorsed for CNTY COMM District 16 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,CNTY COMM,17,Wayne,MI,"ROBINSON, ROSE MARY",Democrat,1,,,,Endorsed for CNTY COMM District 17 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,CNTY COMM,18,Wayne,MI,"BOBO, ROSCOE",Democrat,1,,,,Endorsed for CNTY COMM District 18 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,CNTY COMM,19,Wayne,MI,"MANNING, RICHARD E.",Democrat,1,,,,Endorsed for CNTY COMM District 19 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,CNTY COMM,22,Wayne,MI,"SUZORE, WILLIAM",Democrat,1,,,,Endorsed for CNTY COMM District 22 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,CNTY COMM,23,Wayne,MI,"DESANA, JAMES",Democrat,1,,,,Endorsed for CNTY COMM District 23 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,CNTY COMM,25,Wayne,MI,"MCCARTNEY, JAMES",Democrat,1,,,,Endorsed for CNTY COMM District 25 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1970,CNTY COMM,26,Wayne,MI,"MCCANN, JOHN",Democrat,1,,,,Endorsed for CNTY COMM District 26 (Democrat) [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19701102,
MI,Detroit Free Press,121300,1972,SENATOR,,United States Senate from Michigan,MI,"GRIFFIN, ROBERT P.",Republican,1,,,,Endorsed for U.S. Senator,0.85,OCR shows 'Robert P. Grif-fin',,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,H,2,U.S. House Michigan District 2,MI,"ESCH, MARVIN L.",Republican,1,,,,[V2: party filled from MI political history],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,H,7,U.S. House Michigan District 7,MI,"RIEGLE, DONALD W. JR.",Republican,1,,,,[V2: party filled from MI political history],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,H,8,U.S. House Michigan District 8,MI,"HARVEY, JAMES",Republican,1,,,,[V2: party filled from MI political history],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,H,12,U.S. House Michigan District 12,MI,"O'HARA, JAMES G.",Democrat,1,,,,[V2: party filled from MI political history],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,H,14,U.S. House Michigan District 14,MI,"NEDZI, LUCIEN N.",Democrat,1,,,,[V2: party filled from MI political history],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,H,15,U.S. House Michigan District 15,MI,"FORD, WILLIAM D.",Democrat,1,,,,[V2: party filled from MI political history],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,H,16,U.S. House Michigan District 16,MI,"DINGELL, JOHN D.",Democrat,1,,,,[V2: party filled from MI political history],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,H,17,U.S. House Michigan District 17,MI,"GRIFFITHS, MARTHA",Democrat,1,,,,[V2: party filled from MI political history],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,H,18,U.S. House Michigan District 18,MI,"COOPER, DANIEL",Democrat,1,,,,[V2: party filled from MI political history],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,H,19,U.S. House Michigan District 19,MI,"BROOMFIELD, WILLIAM S.",Republican,1,,,,[V2: party filled from MI political history],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,SUPREME COURT,,Michigan Supreme Court,MI,"GILMORE, HORACE W.",Nonpartisan,1,,,,Endorsed for SUPREME COURT [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,SUPREME COURT,,Michigan Supreme Court,MI,"COLEMAN, MARY",Nonpartisan,1,,,,Endorsed for SUPREME COURT [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,REGENT,,University of Michigan Board of Regents,MI,"LINDEMER, LAWRENCE B.",Nonpartisan,1,,,1,Endorsed for REGENT [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,REGENT,,University of Michigan Board of Regents,MI,"LANSING, MARJORIE",Nonpartisan,1,,,,Endorsed for REGENT [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,TRUSTEE,,Michigan State University Board of Trustees,MI,"DOWNS, TOM",Nonpartisan,1,,,,MSU Board of Trustees,0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,TRUSTEE,,Michigan State University Board of Trustees,MI,"RADCLIFFE, AUBREY",Nonpartisan,1,,,,MSU Board of Trustees,0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,TRUSTEE,,Wayne State University Board of Governors,MI,"BRUCKER, WILBUR M. JR.",Nonpartisan,1,,,,Endorsed for TRUSTEE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,TRUSTEE,,Wayne State University Board of Governors,MI,"KEYDEL, KURT R.",Nonpartisan,1,,,,Endorsed for TRUSTEE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,JUDGE,,Wayne Circuit,MI,"KIRWAN, JOHN R.",Nonpartisan,1,,,,Endorsed for JUDGE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,JUDGE,,Wayne Circuit,MI,"BRENNAN, THOMAS J.",Nonpartisan,1,,,,Endorsed for JUDGE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,JUDGE,,Common Pleas,MI,"BURDICK, IRWIN H.",Nonpartisan,1,,,,Endorsed for JUDGE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,JUDGE,,Common Pleas,MI,"BYRD, FREDERICK E.",Nonpartisan,1,,,,Endorsed for JUDGE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,JUDGE,,Common Pleas,MI,"HOBSON, DONALD L.",Nonpartisan,1,,,,Endorsed for JUDGE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,JUDGE,,Common Pleas,MI,"JACKSON, JOHN W. JR.",Nonpartisan,1,,,,Endorsed for JUDGE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19721107,
MI,Detroit Free Press,121300,1972,JUDGE,,Common Pleas,MI,"KENT, GEORGE D.",Nonpartisan,1,,,,Endorsed for JUDGE [V6: generic note - no extracted text],0.9,,,,,pdf,,121300_19721107,
