state_newspaper,newspaper,newspaper_id,year,office,dist,dname,state_election,cand_name,party,endorsed,d_inc,r_inc,o_inc,notes_endorse,extraction_confidence,extraction_confidence_note,normalization_confidence,match_confidence,overall_confidence,input_mode,source_file,filename,flag
CA,Auburn Journal,101330,1928,PRESIDENT,,,CA,"HOOVER, HERBERT",Republican,1,,,,STRAIGHT REPUBLICAN TICKET [QA 2026-06-01 spot check 19 Pattern J add: missing 1928 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1928,VICE PRESIDENT,,,CA,"CURTIS, CHARLES",Republican,1,,,,STRAIGHT REPUBLICAN TICKET [QA 2026-06-01 spot check 19 Pattern J add: missing 1928 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1928,SENATOR,,,CA,"JOHNSON, HIRAM W.",Republican,1,,,,US SENATE [QA 2026-06-01 spot check 19 Pattern J add: missing 1928 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1928,H,,,CA,"ENGLEBRIGHT, HARRY",Republican,1,,,,US REPRESENTATIVE [QA 2026-06-01 spot check 19 Pattern J add: missing 1928 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1928,STATE SENATOR,,,CA,"CASSIDY, BERT A.",Republican,1,,,, [QA 2026-06-01 spot check 19 Pattern J add: missing 1928 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1928,STATE REP,,,CA,"WOODBRIDGE, CORA M.",Republican,1,,,,STATE ASSEMBLY [QA 2026-06-01 spot check 19 Pattern J add: missing 1928 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1986,GOVERNOR,,,CA,"DEUKMEJIAN, GEORGE",Republican,1,,,,RETURN HIM TO OFFICE [QA 2026-06-01 spot check 19 Pattern J add: missing 1986 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1986,LT GOVERNOR,,,CA,"MCCARTHY, LEO",Democrat,1,,,,SHOULD BE RE-ELECTED [QA 2026-06-01 spot check 19 Pattern J add: missing 1986 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1986,AUDITOR,,,CA,"CAMPBELL, BILL",Republican,1,,,,"CONTROLLER [QA 2026-06-01 spot check 19 Pattern J add: missing 1986 record per OCR] [QA 2026-06-01 spot check 23 cand name filled — 1986 CA Controller R endorsed per OCR ""sharing many viewpoints and goals as Gov. Deukmejian""]",0.75,,,,,,,,
CA,Auburn Journal,101330,1986,ATTORNEY GENERAL,,,CA,"VAN DE KAMP, JOHN",Democrat,1,,,,SHOULD BE RETURNED TO OFFICE [QA 2026-06-01 spot check 19 Pattern J add: missing 1986 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1986,SENATOR,,,CA,"ZSCHAU, ED",Republican,1,,,,BETTER MORE QUALIFIED REPLACEMENT TO CRANSTON [QA 2026-06-01 spot check 19 Pattern J add: missing 1986 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1986,H,14,,CA,"SHUMWAY, NORMAN",Republican,1,,,,OUR CHOICE IN 14TH CONGRESSIONAL [QA 2026-06-01 spot check 19 Pattern J add: missing 1986 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1986,STATE REP,7,,CA,"WATERS, NORMAN",Democrat,1,,,,PLEASED TO SUPPORT [QA 2026-06-01 spot check 19 Pattern J add: missing 1986 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1986,SUPREME COURT,,,CA,"BIRD, ROSE",Democrat,0,,,,PAPER OPPOSED RETENTION - DEATH PENALTY CONCERNS [QA 2026-06-01 spot check 19 Pattern J add: missing 1986 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1986,SUPREME COURT,,,CA,"GRODIN, JOSEPH",Democrat,0,,,,PAPER OPPOSED RETENTION - DEATH PENALTY CONCERNS [QA 2026-06-01 spot check 19 Pattern J add: missing 1986 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1986,SUPREME COURT,,,CA,"REYNOSO, CRUZ",Democrat,0,,,,PAPER OPPOSED RETENTION - DEATH PENALTY CONCERNS [QA 2026-06-01 spot check 19 Pattern J add: missing 1986 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1986,ASSESSOR,,,CA,"DANIELS, L W ""LEE""",,1,,,,PLACER COUNTY ASSESSOR [QA 2026-06-01 spot check 19 Pattern J add: missing 1986 record per OCR],0.90,,,,,,,,
CA,Auburn Journal,101330,1958,AUDITOR,,,CA,"KIRKWOOD, ROBERT C.",Republican,1,,,,"[QA 2026-06-01 spot check 26 Pattern J add: 1958 record per 1200dpi OCR retry] | V9 OFFICE FIX: SEC OF STATE->AUDITOR (vision ""For Controller: Robert C. Kirkwood""; Controller=Auditor, consistent w/ 1954 coding)",0.80,,,,,,,,
CA,Auburn Journal,101330,1958,TREASURER,,,CA,"BUTTON, A. RONALD",Republican,1,,,,[QA 2026-06-01 spot check 26 Pattern J add: 1958 record per 1200dpi OCR retry],0.80,,,,,,,,
CA,Auburn Journal,101330,1958,ATTORNEY GENERAL,,,CA,"HILLINGS, PATRICK J.",Republican,1,,,,[QA 2026-06-01 spot check 26 Pattern J add: 1958 record per 1200dpi OCR retry],0.80,,,,,,,,
CA,Auburn Journal,101330,1958,SENATOR,,,CA,"ENGLE, CLAIRE",Democrat,1,,,,[QA 2026-06-01 spot check 26 Pattern J add: 1958 record per 1200dpi OCR retry],0.80,,,,,,,,
CA,Auburn Journal,101330,1958,H,,,CA,"JOHNSON, HAROLD T. (BIZZ)",Democrat,1,,,,[QA 2026-06-01 spot check 26 Pattern J add: 1958 record per 1200dpi OCR retry],0.80,,,,,,,,
CA,Auburn Journal,101330,1958,STATE REP,6,,CA,"LUNARDI, PAUL J.",Democrat,1,,,,"[QA 2026-06-01 spot check 26 Pattern J add: 1958 record per 1200dpi OCR retry] | V9 OFFICE/DIST FIX: STATE SENATOR->STATE REP d6 (vision ""Assemblyman, 6th District: Paul J. Lunardi"")",0.80,,,,,,,,
CA,Auburn Journal,101330,1958,GOVERNOR,,,CA,"KNOWLAND, WILLIAM F.",Republican,1,,,,"V9 ADDED (V1 missed): vision-confirmed clip 19581030 RECOMMENDATIONS box ""For Governor: William F. Knowland""",0.9,,,,0.9,vision,101330_19581030,101330_19581030,
CA,Auburn Journal,101330,1958,LT GOVERNOR,,,CA,"POWERS, HAROLD J.",Republican,1,,,,"V9 ADDED (V1 missed): vision ""For Lieutenant Governor: Harold J. Powers""",0.9,,,,0.9,vision,101330_19581030,101330_19581030,
CA,Auburn Journal,101330,1958,SEC OF STATE,,,CA,"JORDAN, FRANK M.",Republican,1,,,,"V9 ADDED (V1 missed): vision ""For Secretary of State: Frank M. Jordan"" (V1 had mislabeled Kirkwood as SEC OF STATE)",0.9,,,,0.9,vision,101330_19581030,101330_19581030,
CA,Auburn Journal,101330,1986,STATE REP,5,,CA,"LESLIE, TIM",Republican,1,,,,"V9 ADDED (V1 missed): vision clip 19861031 ""We endorse Tim Leslie for California Assemblyman"" (5th Assembly District)",0.9,,,,0.9,vision,101330_19861031,101330_19861031,
