state_newspaper,newspaper,newspaper_id,year,office,dist,dname,state_election,cand_name,party,endorsed,d_inc,r_inc,o_inc,notes_endorse,extraction_confidence,extraction_confidence_note,normalization_confidence,match_confidence,overall_confidence,input_mode,source_file,filename,flag
AL,Birmingham News,100101,1902,AUDITOR,,,AL,"SOWELL, THOMAS L.",Democrat,1,,,,STATE AUDITOR; STRAIGHT DEMOCRATIC TICKET ENDORSEMENT,0.95,,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1902,TREASURER,,,AL,"SMITH, J. CRAIG",Democrat,1,,,,STRAIGHT DEMOCRATIC TICKET ENDORSEMENT,0.95,,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1902,AGRICULTURE COMMISSIONER,,,AL,"POOLE, ROBERT R.",Democrat,1,,,,COMMISSIONER OF AGRICULTURE; STRAIGHT DEMOCRATIC TICKET ENDORSEMENT,0.95,,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1902,SUPERINTENDENT,,,AL,"HILL, I. W.",Democrat,1,,,,SUPERINTENDENT OF EDUCATION; STRAIGHT DEMOCRATIC TICKET ENDORSEMENT,0.95,,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1902,H,9,,AL,"UNDERWOOD, OSCAR W.",Democrat,1,,,,US CONGRESS; BIRMINGHAM IS IN AL-9 IN 1902,0.9,DISTRICT NUMBER INFERRED FROM BIRMINGHAM LOCATION,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1902,STATE REP,,,AL,"BENNERS, AUGUSTUS",Democrat,1,,,,LISTED UNDER LEGISLATURE,0.9,OFFICE LISTED AS LEGISLATURE - ASSUMED STATE REP,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1902,STATE REP,,,AL,"LONDON, A. T.",Democrat,1,,,,LISTED UNDER LEGISLATURE,0.9,OFFICE LISTED AS LEGISLATURE - ASSUMED STATE REP,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1902,STATE REP,,,AL,"HALEY, L. J.",Democrat,1,,,,LISTED UNDER LEGISLATURE,0.9,OFFICE LISTED AS LEGISLATURE - ASSUMED STATE REP,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1902,STATE REP,,,AL,"BLACKBURN, F. E.",Democrat,1,,,,LISTED UNDER LEGISLATURE,0.9,OFFICE LISTED AS LEGISLATURE - ASSUMED STATE REP,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1902,STATE REP,,,AL,"DUBOSE, J. C.",Democrat,1,,,,LISTED UNDER LEGISLATURE,0.9,OFFICE LISTED AS LEGISLATURE - ASSUMED STATE REP,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1902,STATE REP,,,AL,"CUNNINGHAM, W. C.",Democrat,1,,,,LISTED UNDER LEGISLATURE,0.9,OFFICE LISTED AS LEGISLATURE - ASSUMED STATE REP,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1902,STATE REP,,,AL,"HICKMAN, C. W.",Democrat,1,,,,LISTED UNDER LEGISLATURE,0.9,OFFICE LISTED AS LEGISLATURE - ASSUMED STATE REP,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1902,AUDITOR,,,AL,"MORRIS, ROBERT A.",Democrat,1,,,,COUNTY-LEVEL AUDITOR; STRAIGHT DEMOCRATIC TICKET,0.9,SECOND AUDITOR LISTING - LIKELY COUNTY LEVEL VS STATE LEVEL ABOVE,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1902,ROAD SUPERVISOR,,,AL,"HAIGLER, J. ED",Democrat,1,,,,STRAIGHT DEMOCRATIC TICKET ENDORSEMENT,0.95,,,,,pdf,,100101_19021104,
AL,Birmingham News,100101,1906,GOVERNOR,,,AL,"COMER, BRAXTON B.",Democrat,1,,,,DEMOCRATIC CANDIDATES LIST,0.95,,,,,pdf,,100101_19061106,
AL,Birmingham News,100101,1906,LT GOVERNOR,,,AL,"GRAY, HENRY B.",Democrat,1,,,,DEMOCRATIC CANDIDATES LIST,0.95,,,,,pdf,,100101_19061106,
AL,Birmingham News,100101,1906,SEC OF STATE,,,AL,"JULIAN, FRANK N.",Democrat,1,,,,DEMOCRATIC CANDIDATES LIST,0.95,,,,,pdf,,100101_19061106,
AL,Birmingham News,100101,1906,AUDITOR,,,AL,"BRANDON, WILLIAM W.",Democrat,1,,,,STATE AUDITOR; DEMOCRATIC CANDIDATES LIST,0.95,,,,,pdf,,100101_19061106,
AL,Birmingham News,100101,1906,TREASURER,,,AL,"SEED, WALTER D.",Democrat,1,,,,STATE TREASURER; DEMOCRATIC CANDIDATES LIST,0.95,,,,,pdf,,100101_19061106,
AL,Birmingham News,100101,1906,AGRICULTURE COMMISSIONER,,,AL,"WILKINSON, J. A.",Democrat,1,,,,COMMISSIONER OF AGRICULTURE AND INDUSTRIES; DEMOCRATIC CANDIDATES LIST,0.95,,,,,pdf,,100101_19061106,
AL,Birmingham News,100101,1906,SUPERINTENDENT,,,AL,"GUNNELS, H. C.",Democrat,1,,,,SUPERINTENDENT OF EDUCATION; DEMOCRATIC CANDIDATES LIST,0.95,,,,,pdf,,100101_19061106,
AL,Birmingham News,100101,1906,ATTORNEY GENERAL,,,AL,"GARBER, ALEXANDER M.",Democrat,1,,,,DEMOCRATIC CANDIDATES LIST,0.95,,,,,pdf,,100101_19061106,
AL,Birmingham News,100101,1906,SUPREME COURT,,,AL,"TYSON, JOHN R.",Democrat,1,,,,CHIEF JUSTICE OF THE SUPREME COURT; DEMOCRATIC CANDIDATES LIST,0.95,,,,,pdf,,100101_19061106,
AL,Birmingham News,100101,1906,SUPREME COURT,,,AL,"DOWDELL, JOHN R.",Democrat,1,,,,ASSOCIATE JUSTICE OF THE SUPREME COURT; DEMOCRATIC CANDIDATES LIST,0.95,,,,,pdf,,100101_19061106,
AL,Birmingham News,100101,1906,SUPREME COURT,,,AL,"MCCLELLAN, THOMAS C.",Democrat,1,,,,ASSOCIATE JUSTICE OF THE SUPREME COURT; DEMOCRATIC CANDIDATES LIST,0.95,,,,,pdf,,100101_19061106,
AL,Birmingham News,100101,1906,RAILROAD COMMISSION,,,AL,"HENDERSON, CHARLES",Democrat,1,,,,ASSOCIATE RAILROAD COMMISSIONER; DEMOCRATIC CANDIDATES LIST,0.95,,,,,pdf,,100101_19061106,
AL,Birmingham News,100101,1906,RAILROAD COMMISSION,,,AL,"HARRIS, JOHN G.",Democrat,1,,,,ASSOCIATE RAILROAD COMMISSIONER; DEMOCRATIC CANDIDATES LIST,0.95,,,,,pdf,,100101_19061106,
AL,Birmingham News,100101,1930,SENATOR,,,AL,"BANKHEAD, JOHN H.",Democrat,1,,,,EDITORIAL STRONGLY ENDORSES BANKHEAD OVER HEFLIN; PRAISES BANKHEAD AS STATESMAN WITH EMINENT QUALIFICATIONS,0.95,,,,,pdf,,100101_19301026,
AL,Birmingham News,100101,1930,SENATOR,,,AL,"HEFLIN, TOM",Independent,0,1,,1,"EDITORIAL EXPLICITLY OPPOSES HEFLIN; CALLS HIM HOTHEAD BUFFOON BIGOT WITH NO CONSTRUCTIVE ACHIEVEMENTS IN SENATE ROUND 6 PARTY FIX: WAS DEMOCRAT; HEFLIN BOLTED FROM D PARTY IN 1928, RAN AS ""JEFFERSONIAN DEMOCRAT"" (RECORDED AS INDEPENDENT) IN 1930. WAS INCUMBENT SENATOR (1920-1931).",0.95,,,,,pdf,,100101_19301026,
AL,Birmingham News,100101,1936,PRESIDENT,,,AL,"ROOSEVELT, FRANKLIN D.",Democrat,1,1,,,EDITORIAL URGES LARGE DEMOCRATIC VOTE; HEAVY VOTE FOR REELECTION OF PRESIDENT ROOSEVELT TO SHOW APPRECIATION OF ALL HE HAS DONE FOR THE COUNTRY AND THE SOUTH,0.9,ONLY ROOSEVELT NAMED SPECIFICALLY; GENERAL APPEAL TO VOTE DEMOCRATIC TICKET,,,,pdf,,100101_19361102_2,
AL,Birmingham News,100101,1944,PRESIDENT,,,AL,"ROOSEVELT, FRANKLIN D.",Democrat,1,1,,,ENDORSED FOR REELECTION - LONG EDITORIAL SUPPORTING ROOSEVELT'S LEADERSHIP AND WARTIME PRESIDENCY,0.95,Very clear and comprehensive endorsement of Roosevelt,,,,pdf,,100101_19441105_2,
AL,Birmingham News,100101,1944,PRESIDENT,,,AL,"DEWEY, THOMAS",Republican,0,,,,OPPOSED - EDITORIAL CRITICIZES DEWEY'S QUALIFICATIONS AND SUPPORTS ROOSEVELT INSTEAD,0.9,Implicit opposition by strong support for Roosevelt over Republican alternative,,,,pdf,,100101_19441105_2,
AL,Birmingham News,100101,1950,SENATOR,,,AL,"HILL, LISTER",Democrat,1,1,,,INCUMBENT; CONFIDENT IN REELECTION; SUPPORTED BY NEWSPAPER,0.9,Editorial 'Down The Ballot For The Democrats' endorses Hill's reelection,,,,pdf,,100101_19501105_2,
AL,Birmingham News,100101,1950,GOVERNOR,,,AL,"PERSONS, GORDON",Democrat,1,,,,EXPECTED AS NEXT GOVERNOR; NEWSPAPER ENDORSES DEMOCRATIC NOMINEE,0.85,Editorial discusses Persons as expected next governor with positive framing,,,,pdf,,100101_19501105_2,
AL,Birmingham News,100101,1952,PRESIDENT,,,AL,"EISENHOWER, DWIGHT D.",Republican,1,,,,NEWSPAPER ENDORSES EISENHOWER; BELIEVES HE WOULD SERVE NATION WELL,0.95,Editorial 'The Basic Election Questions' clearly endorses Eisenhower for president,,,,pdf,,100101_19521026,
AL,Birmingham News,100101,1956,PRESIDENT,,,AL,"EISENHOWER, DWIGHT D.",Republican,1,,1,,EISENHOWER CASE STANDS; REALITIES ARGUING FOR REELECTION STAND OUT STRONGLY CONVINCINGLY; CAMPAIGN REINFORCED BELIEF THAT EISENHOWER AND NIXON SHOULD BE REELECTED,0.95,,,,,pdf,,100101_19561104,
AL,Birmingham News,100101,1962,SHERIFF,,JEFFERSON COUNTY,AL,"BAILEY, MEL",Democrat,1,,,,ENDORSED — 'FOR SHERIFF — MEL BAILEY'; PAPER WAS CONSISTENT IN PRIMARY AND GENERAL ELECTION SUPPORT FOR BAILEY,0.92,,,,,pdf,,100101_19621104,
AL,Birmingham News,100101,1962,H,,,AL,"HUDDLESTON, GEORGE",Democrat,1,,,,ENDORSED — 'VOTE FOR HUDDLESTON' SECTION; SEND HUDDLESTON TO WASHINGTON,0.92,District not specified in OCR; this is George Huddleston Jr. for Alabama 9th District (Birmingham),,,,pdf,,100101_19621104,
AL,Birmingham News,100101,1962,MAYOR,,BIRMINGHAM,AL,"PINSON, TOM",Nonpartisan,1,,,,ENDORSED — 'FOR MAYOR' / 'FOR TOM PINSON' SECTIONS; PAPER ARGUES BIRMINGHAM NEEDS GENUINE EXECUTIVE LEADERSHIP IN MAYOR-COUNCIL FORM IF PROPOSITION 2 PASSES ROUND 9 PARTY ADD: BIRMINGHAM MAYORAL RACES ARE NONPARTISAN.,0.78,Editorial section is partly about advocating for mayor-council form of government (Proposition 2); Pinson endorsement assumes that government structure is adopted,,,,pdf,,100101_19621104,
AL,Birmingham News,100101,1964,PRESIDENT,,,AL,"GOLDWATER, BARRY",Republican,1,,,,A VOTE FOR YOUR CONSCIENCE; MAN OF CHARACTER CREATIVITY AND ENERGY; REFRESHING POLITICAL FIGURE WHO DRIVES HIS POLICY SUBSTANCE FROM GENUINE FRONTIER; WILL TAKE A STAND IN HONOR FOR PRINCIPLE AND CONSTITUTIONALISM AND DIGNITY,0.95,,,,,pdf,,100101_19641101,
AL,Birmingham News,100101,1964,H,6,,AL,"BUCHANAN, JOHN H. JR.",Republican,1,,,,"THE TWO FOR CONGRESS; NEW SIXTH DISTRICT PART OF JEFFERSON COUNTY EXCLUSIVE OF BESSEMER CUTOFF; NOT FULLY SATISFIED EITHER CANDIDATE IS CLEARLY SUPERIOR BUT IF VOTER WANTS FURTHERANCE OF TWO-PARTY SYSTEM HIS MAN WILL BE MR BUCHANAN; ENERGETIC YOUNG REPUBLICAN ROUND 8 NAME STANDARDIZATION: WAS ""BUCHANAN, JOHN""; STANDARDIZED TO FULL ""JOHN H. JR."" (JOHN HALL BUCHANAN JR., R AL-06 1965-1981).",0.8,ENDORSEMENT IS SOMEWHAT TEPID AND CONDITIONAL ON TWO-PARTY GOALS,,,,pdf,,100101_19641101,
AL,Birmingham News,100101,1964,H,6,,AL,"HUDDLESTON, GEORGE",Democrat,0,1,,,REP GEORGE HUDDLESTON DEMOCRAT WHO SERVED FIVE TERMS; HAS LITTLE APPARENT PROMISE OF INSPIRED REPRESENTATION IN CONGRESS; RELUCTANCE TO IDENTIFY WITH NATIONAL PARTY COULD WEAKEN INFLUENCE WITH DEMOCRATIC ADMINISTRATION IF JOHNSON IS RE-ELECTED,0.8,EDITORIAL LEANS AGAINST HUDDLESTON BUT IS NOT A FULL-THROATED OPPOSITION,,,,pdf,,100101_19641101,
AL,Birmingham News,100101,1966,SENATOR,,,AL,"SPARKMAN, JOHN",Democrat,1,1,,,SPARKMAN BEST FOR ALABAMA; ENDORSED IN RECOMMENDED SECTION,0.95,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,H,6,,AL,"BUCHANAN, JOHN H. JR.",Republican,1,,1,,CONGRESS SIXTH DISTRICT; REPUBLICAN NAME IN ITALICS IN RECOMMENDED LIST,0.95,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,H,4,,AL,"NICHOLS, BILL",Democrat,1,,,,CONGRESS FOURTH DISTRICT; DEMOCRAT NAME IN ROMAN TYPE,0.95,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,GOVERNOR,,,AL,"MARTIN, JIM",Republican,1,,,,THE ONLY CHOICE; JIM MARTIN REPUBLICAN CANDIDATE FOR GOVERNOR; NAME IN ITALICS IN RECOMMENDED LIST,0.95,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,ATTORNEY GENERAL,,,AL,"COLLINS, DONALD L.",Democrat,1,,,,ENDORSED IN RECOMMENDED SECTION,0.95,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,TREASURER,,,AL,"BAGGETT, AGNES",Democrat,1,,,,MRS AGNES BAGGETT; ENDORSED IN RECOMMENDED SECTION,0.95,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,AUDITOR,,,AL,"ALLEN, MELBA TILL",Democrat,1,,,,ENDORSED IN RECOMMENDED SECTION,0.95,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,PUBLIC SERVICE COMMISSION,2,,AL,"CONNELL, JODIE",Democrat,1,,,,PUBLIC SERVICE COMMISSION PLACE NO 2; ENDORSED IN RECOMMENDED SECTION | V9 RECONCILIATION 2026-06-21 UNCONFIRMED: cross-paper flags possibly Republican but external sources could not confirm for this obscure local figure/year. Left as Democrat; verify via newspapers.com/AL SoS.,0.95,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE SENATOR,1,,AL,"LANKFORD, FRANK",Democrat,1,,,,STATE SENATOR PLACE NO 1,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE SENATOR,2,,AL,"ETHEREDGE, FOSTER (BUCK)",Democrat,1,,,,STATE SENATOR PLACE NO 2,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE SENATOR,3,,AL,"BETHEA, MALCOLM",Democrat,1,,,,STATE SENATOR PLACE NO 3,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE SENATOR,4,,AL,"DOMINICK, RICHARD",Democrat,1,,,,STATE SENATOR PLACE NO 4,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE SENATOR,5,,AL,"BAILES, GEORGE LEWIS JR.",Democrat,1,,,,STATE SENATOR PLACE NO 5,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE SENATOR,6,,AL,"MALONE, C. P.",Democrat,1,,,,STATE SENATOR PLACE NO 6,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE SENATOR,7,,AL,"PRICE, JAMES E.",Democrat,1,,,,STATE SENATOR PLACE NO 7,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,1,,AL,"MEEKS, J. PAUL JR.",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 1,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,2,,AL,"SHOCKLEY, DOUGLAS",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 2,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,3,,AL,"WALDROP, WILLIAM G. (BILL)",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 3,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,4,,AL,"BURKETT, NELSON",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 4,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,5,,AL,"WALLIS, KEN",Democrat,1,,,,"STATE REPRESENTATIVE PLACE NO 5 ROUND 4 NAME FIX: WAS WAITS; OCR EXPLICIT ""KEN WALLIS.""",0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,6,,AL,"MCKEE, ROBERT (BOB)",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 6,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,7,,AL,"ADWELL, BOB",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 7,0.85,NAME READ FROM SMALL TEXT IN GENEALOGYBANK IMAGE,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,8,,AL,"IRVIN, O. W. JR.",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 8,0.85,NAME READ FROM SMALL TEXT IN GENEALOGYBANK IMAGE,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,9,,AL,"GRIFFITH, ED",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 9,0.85,NAME READ FROM SMALL TEXT,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,10,,AL,"SFAKIANOS, NICK",Democrat,1,,,,"STATE REPRESENTATIVE PLACE NO 10 ROUND 4 NAME FIX: WAS SLAKINNAS (OCR ARTIFACT); OCR EXPLICIT ""NICK SFAKIANOS.""",0.8,NAME SPELLING UNCERTAIN FROM SMALL TEXT,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,11,,AL,"FOUNTAIN, NORMAN",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 11,0.85,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,12,,AL,"YEILDING, NEWMAN (RED)",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 12,0.85,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,13,,AL,"NORRIS, ROBERT L.",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 13,0.85,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,14,,AL,"NORRIS, PALMER W. (PETE)",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 14,0.85,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,15,,AL,"LINDEN, LARRY F.",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 15,0.85,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,16,,AL,"COOK, JOHN W. (DOUG)",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 16,0.85,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,17,,AL,"HOUSE, FRANK (PIG)",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 17,0.85,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,18,,AL,"CHERNER, BENNETT L. (BEN)",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 18,0.85,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,19,,AL,"GLOOR, TOM",Democrat,1,,,,STATE REPRESENTATIVE PLACE NO 19,0.85,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,STATE REP,20,,AL,"OWENS, BENTLEY JR.",Democrat,1,,,,"STATE REPRESENTATIVE PLACE NO 20 | V9 2026-06-21 subagent-OCR field-verify: NAME FIX GREENS->OWENS per 1966 recap ""PLACE NO. 20: Bentley Owens Jr.""",0.8,NAME READ AS BENTLEY GREENS JR FROM SMALL TEXT; SPELLING UNCERTAIN,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,CNTY COMM,,Jefferson County,AL,"GREEN, W. COOPER",Democrat,1,,,,JEFFERSON COUNTY COMMISSION PRESIDENT,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,CNTY COMM,1,Jefferson County,AL,"GILMORE, E. H. (EDDIE)",Democrat,1,,,,JEFFERSON COUNTY COMMISSION ASSOCIATE MEMBER NO 1,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,CNTY COMM,2,Jefferson County,AL,"PINSON, THOMAS B. (TOM)",Democrat,1,,,,JEFFERSON COUNTY COMMISSION ASSOCIATE MEMBER NO 2,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,JUDGE,14,Jefferson County,AL,"SIRD, JAMES W.",Democrat,1,,,,JUDGE 10TH CIRCUIT PLACE NO 14,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,TAX ASSESSOR,,Jefferson County,AL,"ROGERS, EARL T.",Democrat,1,,,,TAX ASSESSOR,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,TAX COLLECTOR,,Jefferson County,AL,"SMITH, J. D.",Democrat,1,,,,TAX COLLECTOR,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1966,SCHOOL BOARD,,Jefferson County,AL,"RUDD, GEORGE E.",Democrat,1,,,,BOARD OF EDUCATION,0.9,,,,,pdf,,100101_19661106,
AL,Birmingham News,100101,1968,PRESIDENT,,,AL,"NIXON, RICHARD M.",Republican,1,,,,DONT GAMBLE FUTURE; NEWS RECOMMENDS ELECTION OF NIXON; SAYS HE IS BEST QUALIFIED TO DEAL WITH FOREIGN AFFAIRS AND RESTORE NATIONAL UNITY; OPPOSES BOTH HUMPHREY AND WALLACE,0.95,,,,,pdf,,100101_19681103,
AL,Birmingham News,100101,1968,PRESIDENT,,,AL,"HUMPHREY, HUBERT",Democrat,0,,,,EDITORIAL SAYS FOUR MORE YEARS OF DEMOCRATIC PARTY RULE OFFERS NO HOPE FOR AMERICA,0.9,,,,,pdf,,100101_19681103,
AL,Birmingham News,100101,1968,PRESIDENT,,,AL,"WALLACE, GEORGE",Independent,0,,,,EDITORIAL SAYS WALLACES ORATORY IS TO THE POINT BUT LACKS DEPTH AND BREADTH OF SUPPORT; PROTEST VOTE FOR WALLACE COULD PRECIPITATE CRISIS,0.9,,,,,pdf,,100101_19681103,
AL,Birmingham News,100101,1968,SENATOR,,,AL,"ALLEN, JIM",Democrat,1,,,,NEWS BELIEVES FORMER LT GOV JAMES B ALLEN IS BEST QUALIFIED TO REPLACE RETIRING SEN LISTER HILL; LONG RECORD OF SERVICE IN BOTH HOUSES OF LEGISLATURE,0.95,,,,,pdf,,100101_19681103,
AL,Birmingham News,100101,1968,H,6,Congress District 6,AL,"BUCHANAN, JOHN H. JR.",Republican,1,,1,,"ENDORSED FOR REELECTION; GROWN STEADILY IN ESTIMATION OF CONGRESSIONAL COLLEAGUES; KNOWN AS ONE OF MOST CONSCIENTIOUS DEVOTED REPRESENTATIVES ROUND 8 NAME STANDARDIZATION: WAS ""BUCHANAN, JOHN H.""; STANDARDIZED TO FULL ""JOHN H. JR."" (JOHN HALL BUCHANAN JR., R AL-06 1965-1981).",0.95,,,,,pdf,,100101_19681103,
AL,Birmingham News,100101,1968,SCHOOL BOARD,,,AL,"RUDD, GEORGE E.",Republican,1,,,,JEFFERSON COUNTY BOARD OF EDUCATION; YOUNG PHYSICIAN WITH CONSTRUCTIVE INTEREST IN CIVIC AFFAIRS,0.9,,,,,pdf,,100101_19681103,
AL,Birmingham News,100101,1968,H,4,Congress District 4,AL,"NICHOLS, BILL",Democrat,1,,,,ENDORSED FOR U.S. REPRESENTATIVE,0.95,,,,,pdf,,100101_19681104_2,
AL,Birmingham News,100101,1968,SCHOOL BOARD,,Jefferson County Board of Education,AL,"THOMASON, BLANCHE",Republican,1,,,,"JEFFERSON COUNTY BOARD OF EDUCATION; PAPER ENDORSED ""THE REPUBLICAN CANDIDATES. DR. GEORGE E. RUDD AND MRS. BLANCHE THOMASON."" ROUND 1 PARTY FIX: WAS DEMOCRAT.",0.95,,,,,pdf,,100101_19681104_2,
AL,Birmingham News,100101,1970,GOVERNOR,,,AL,"SHELTON, A. C.",Independent,1,,,,"ENDORSED A C SHELTON INDEPENDENT CANDIDATE FOR GOVERNOR; NEWS ENDORSED AGAINST WALLACE ROUND 7 PARTY FIX: WAS REPUBLICAN; OCR EXPLICIT ""(I)"" INDEPENDENT.",0.95,,,,,pdf,,100101_19701102,
