state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence,extraction_confidence_note,normalization_confidence,match_confidence,overall_confidence,input_mode,source_file,filename,flag
AL,Birmingham News,100101,1936,AL,AMENDMENT,5,AUTHORIZES COMMUNITIES IN STATE TO LEVY SPECIAL TAXES BUT ONLY IF VOTERS IN DISTRICTS CONCERNED APPROVE IN ELECTIONS,1,VOTERS OF ALABAMA WILL BE SAFE VOTING YES ON ALL FIVE AMENDMENTS,0.8,Endorsement in context of all five amendments,,,,pdf,,100101_19361101,
AL,Birmingham News,100101,1940,AL,AMENDMENT,1,FREE O'NEAL BRIDGE OVER TENNESSEE RIVER AT FLORENCE OF TOLLS - LAST REMAINING TOLL BRIDGE IN ALABAMA,1,NEWSPAPER URGES PASSAGE - VOTERS HAVE FREED 16 OTHER TOLL BRIDGES AND SHOULD FREE THIS ONE,0.9,Clear endorsement for approval,,,,pdf,,100101_19401104,
AL,Birmingham News,100101,1940,AL,AMENDMENT,2,SEEKS TO REFUND STATE BRIDGE BONDS AT LOWER RATE OF INTEREST AND PREVENT BORROWING BY GOVERNMENTAL UNITS IN ANTICIPATION OF REVENUE,0,NEWSPAPER OPPOSES - STATE SCHOOL AUTHORITIES AND GOVERNMENTAL OFFICIALS SAY AMENDMENT WOULD DO MORE HARM THAN GOOD,0.9,Clear opposition stated,,,,pdf,,100101_19401104,
AL,Birmingham News,100101,1940,AL,AMENDMENT,3,ABOLISH FEE SYSTEM FOR COMPENSATING OFFICIALS IN CERTAIN COUNTIES,1,NEWSPAPER BELIEVES FEE SYSTEM IS UNDESIRABLE AND SHOULD BE ABOLISHED,0.85,Clear endorsement for abolishing fee system,,,,pdf,,100101_19401104,
AL,Birmingham News,100101,1940,AL,AMENDMENT,4,ABOLISH FEE SYSTEM FOR COMPENSATING OFFICIALS,1,NEWSPAPER SUPPORTS ABOLISHING FEE SYSTEM,0.85,Clear endorsement consistent with No. 3,,,,pdf,,100101_19401104,
AL,Birmingham News,100101,1940,AL,AMENDMENT,5,LOCAL AMENDMENT - COLBERT COUNTY DRAINAGE TAX,1,LOCAL AMENDMENT SHOULD BE RATIFIED - PROVIDED FOR LOCAL REFERENDUM,0.8,Endorsement based on local referendum provision,,,,pdf,,100101_19401104,
AL,Birmingham News,100101,1940,AL,AMENDMENT,6,LOCAL AMENDMENT - PERMIT CERTAIN MUNICIPALITIES TO INCREASE TAX RATES,1,LOCAL AMENDMENT SHOULD BE RATIFIED - PROVIDED FOR LOCAL REFERENDUM,0.8,Endorsement based on local referendum provision,,,,pdf,,100101_19401104,
AL,Birmingham News,100101,1940,AL,AMENDMENT,7,ABOLISH FEE SYSTEM,1,NEWSPAPER SUPPORTS ABOLISHING FEE SYSTEM,0.85,Consistent with positions on Nos. 3 and 4,,,,pdf,,100101_19401104,
AL,Birmingham News,100101,1940,AL,AMENDMENT,8,ABOLISH FEE SYSTEM,1,NEWSPAPER SUPPORTS ABOLISHING FEE SYSTEM,0.85,Consistent with positions on other fee abolition amendments,,,,pdf,,100101_19401104,
AL,Birmingham News,100101,1944,AL,AMENDMENT,1,ABOLISH FEE SYSTEM FOR COUNTY OFFICIALS IN HOUSTON COUNTY AND SUBSTITUTE SALARY SYSTEM,1,CHANGE DESIRED BY PEOPLE OF HOUSTON; ALL PEOPLE OF STATE SHOULD VOTE YES,0.9,,,,,pdf,,100101_19441105,
AL,Birmingham News,100101,1944,AL,AMENDMENT,2,SOLDIERS POLL TAX EXEMPTION; EXEMPT FROM POLL TAX ALL PERSONS SERVING HONORABLY IN WORLD WAR II,1,A FAVORABLE VOTE IS RECOMMENDED; NO QUESTION ABOUT EXTENDING FREEDOM TO VETERANS OF WORLD WAR II,0.95,,,,,pdf,,100101_19441105,
AL,Birmingham News,100101,1944,AL,AMENDMENT,3,REQUIRE NOMINEES FOR COUNTY OFFICES OF ANY PARTY RECEIVING MORE THAN 25 PCT OF VOTE TO BE NOMINATED BY PRIMARY ELECTION NOT CONVENTION OR CAUCUS,1,NEWS-AGE-HERALD INCLINED TO DISCOUNT FEAR ABOUT THREATENING DEMOCRATIC PRIMARIES; BELIEVES COUNTY PRIMARIES ARE GOOD DEMOCRATIC PROCEDURE AND IN LINE WITH PRINCIPLES OF FREE GOVERNMENT,0.8,EDITORIAL TONE IS CAUTIOUSLY FAVORABLE; DISCUSSES CONTROVERSY BUT COMES DOWN IN SUPPORT,,,,pdf,,100101_19441105,
AL,Birmingham News,100101,1944,AL,AMENDMENT,4,EXTEND TERMS OF ALL SHERIFFS IN STATE FROM FOUR TO SIX YEARS,0,THE ONLY AMENDMENT WHICH THE NEWS-AGE-HERALD OPPOSES; VOTERS SHOULD HAVE MORE FREQUENT CHECK ON CONDUCT OF IMPORTANT OFFICE OF SHERIFF,0.95,,,,,pdf,,100101_19441105,
AL,Birmingham News,100101,1944,AL,AMENDMENT,5,PERMIT ABOLITION OF FEE SYSTEM IN WALKER COUNTY,1,LOCAL APPLICATION SIMILAR TO HOUSTON COUNTY; SHOULD BE APPROVED FOR SAME REASONS,0.9,,,,,pdf,,100101_19441105,
AL,Birmingham News,100101,1944,AL,AMENDMENT,6,RELIEVE STATE BANKS OF NECESSITY FOR RENEWING CHARTERS EVERY 20 YEARS; PERMIT PERMANENT CHARTERS AS DO NATIONAL BANKS,1,FAVORED BY STATE SUPERINTENDENT OF BANKS STATE BANKING BOARD AND ALABAMA BANKERS ASSOCIATION; SHOULD BE APPROVED,0.9,,,,,pdf,,100101_19441105,
AL,Birmingham News,100101,1946,AL,AMENDMENT,1,"PERMISSIVE AMENDMENT, LOCAL NATURE",1,ENDORSED AS NEEDED FOR PROGRESS,0.85,"Editorial states amendments 1, 3, 5, 9 are local in nature and deserve approval",,,,pdf,,100101_19461103,
AL,Birmingham News,100101,1946,AL,AMENDMENT,2,AUTHORIZATION FOR HOSPITALS AND HEALTH CLINICS,1,ESSENTIAL FOR PUBLIC HEALTH; ENABLES FEDERAL MATCHING FUNDS,0.9,Editorial strongly endorses amendments 2 and 8 for hospital construction authority,,,,pdf,,100101_19461103,
AL,Birmingham News,100101,1946,AL,AMENDMENT,3,"PERMISSIVE AMENDMENT, LOCAL NATURE",1,LOCAL MATTER REQUESTED BY COMMUNITIES,0.85,Editorial approves local amendments per normal courtesy,,,,pdf,,100101_19461103,
AL,Birmingham News,100101,1946,AL,AMENDMENT,4,BOSWELL AMENDMENT - VOTER REGISTRATION RESTRICTIONS,0,OPPOSED; EXPLICITLY RECOMMENDS NO VOTE ON THIS AMENDMENT,0.95,Editorial clearly states 'Only the Boswell amendment...calls for a negative vote',,,,pdf,,100101_19461103,
AL,Birmingham News,100101,1946,AL,AMENDMENT,5,"PERMISSIVE AMENDMENT, LOCAL NATURE",1,APPLIES TO SPECIFIC COMMUNITIES,0.8,"Editorial indicates local amendments (1,3,5,9) deserve approval",,,,pdf,,100101_19461103,
AL,Birmingham News,100101,1946,AL,AMENDMENT,6,LEGISLATURE SESSION EXTENSION AND LEGISLATOR PAY,1,SUPPORTS MORE DELIBERATION AND REASONABLE LEGISLATOR COMPENSATION,0.9,Editorial advocates for amendment 6 to extend sessions and pay legislators,,,,pdf,,100101_19461103,
AL,Birmingham News,100101,1946,AL,AMENDMENT,7,AUTHORIZATION FOR AIRPORT CONSTRUCTION AND OPERATION,1,NEEDED FOR AVIATION DEVELOPMENT; FEDERAL MATCHING FUNDS AVAILABLE,0.9,"Editorial endorses amendments 2, 7, 8 for enabling construction authorities",,,,pdf,,100101_19461103,
AL,Birmingham News,100101,1946,AL,AMENDMENT,8,AUTHORIZATION FOR HOSPITALS AND HEALTH CLINICS,1,ESSENTIAL FOR PUBLIC HEALTH; ENABLES FEDERAL MATCHING FUNDS,0.9,Editorial strongly endorses amendments 2 and 8 for hospital construction authority,,,,pdf,,100101_19461103,
AL,Birmingham News,100101,1946,AL,AMENDMENT,9,"PERMISSIVE AMENDMENT, LOCAL NATURE",1,LOCAL MATTER REQUESTED BY COMMUNITIES,0.8,"Editorial indicates local amendments (1,3,5,9) deserve approval",,,,pdf,,100101_19461103,
AL,Birmingham News,100101,1948,AL,AMENDMENT,6,JEFFERSON COUNTY SEWER AMENDMENT; AUTHORIZE COUNTY TO ISSUE BONDS AND COLLECT SEWER RENTALS,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD; VITAL CONSTRUCTION PROGRAM FOR SEWER AND SEWAGE DISPOSAL,0.9,,,,,pdf,,100101_19481031_2,
AL,Birmingham News,100101,1948,AL,AMENDMENT,1,PERMITS LEGISLATURE TO CHANGE COMPENSATION AND METHODS OF PAY OF COUNTY OFFICES IN TALLADEGA COUNTY,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,,,,,pdf,,100101_19481031_2,
AL,Birmingham News,100101,1948,AL,AMENDMENT,2,PERMITS MARION COUNTY TO LEVY SPECIAL TAX TO MATCH FEDERAL FUNDS FOR BUILDING AND MAINTAINING HOSPITALS,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,,,,,pdf,,100101_19481031_2,
AL,Birmingham News,100101,1948,AL,AMENDMENT,3,AUTHORIZES ELECTION IN ESCAMBIA COUNTY ON COLLECTING A SPECIAL TAX FOR HOSPITAL PURPOSES,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,,,,,pdf,,100101_19481031_2,
AL,Birmingham News,100101,1948,AL,AMENDMENT,4,AUTHORIZES TUSCALOOSA COUNTY CITIZENS TO HOLD SPECIAL ELECTION ON ADDITIONAL SCHOOL TAX,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,,,,,pdf,,100101_19481031_2,
AL,Birmingham News,100101,1948,AL,AMENDMENT,5,AUTHORIZES ANY COUNTY IN STATE EXCEPT JEFFERSON MOBILE AND MONTGOMERY TO HOLD SPECIAL ELECTION ON ADDITIONAL TAXES FOR HOSPITAL PURPOSES,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,,,,,pdf,,100101_19481031_2,
AL,Birmingham News,100101,1948,AL,AMENDMENT,7,PROVIDES THAT LEGISLATURE MAY CREATE AN INFERIOR COURT IN HOUSTON COUNTY,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,,,,,pdf,,100101_19481031_2,
AL,Birmingham News,100101,1948,AL,AMENDMENT,8,ADDITIONAL SCHOOL TAX OF 50 CENTS ON EACH $100 OF TAXABLE PROPERTY IN JEFFERSON COUNTY; NOT APPLICABLE WHERE SUCH TAX ALREADY COLLECTED,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,,,,,pdf,,100101_19481031_2,
AL,Birmingham News,100101,1948,AL,AMENDMENT,9,AUTHORIZES LEGISLATURE TO ESTABLISH OR ABOLISH DIVISIONS OF COURTS OF RECORD; ACTION TAKEN ONLY FOLLOWING VOTE BY CITIZENS OF AFFECTED COUNTY,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,,,,,pdf,,100101_19481031_2,
AL,Birmingham News,100101,1948,AL,AMENDMENT,10,REORGANIZE NATIONAL GUARD TO REQUIRE ALL OFFICERS EXCEPT ADJUTANT GENERAL BE APPOINTED BY WAR DEPARTMENT OR MEASURE UP TO STANDARDS SET BY IT,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,,,,,pdf,,100101_19481031_2,
AL,Birmingham News,100101,1948,AL,AMENDMENT,11,JEFFERSON COUNTY CONSOLIDATION AMENDMENT,1,ALL AMENDMENTS DESERVE APPROVAL PER NEWS-AGE-HERALD,0.85,,,,,pdf,,100101_19481031_2,
AL,Birmingham News,100101,1950,AL,AMENDMENT,1,BRANCH COURTHOUSE ABOLISHMENT - JEFFERSON COUNTY,1,PASSAGE DESIRABLE; IMPORTANT CHANGE TO LOCAL GOVERNMENT,0.8,"Editorial discusses as worthy of passage, concerned with branch courthouse operations",,,,pdf,,100101_19501105,
AL,Birmingham News,100101,1950,AL,AMENDMENT,2,JEFFERSON COUNTY SCHOOL TAX AMENDMENT,1,PASSAGE HIGHLY DESIRABLE; SCHOOLS NEED ADDITIONAL FUNDING,0.85,Editorial emphasizes critical need for school funding and additional tax revenue,,,,pdf,,100101_19501105,
AL,Birmingham News,100101,1950,AL,AMENDMENT,3,JEFFERSON COUNTY JUDICIAL APPOINTMENT SYSTEM,1,DESIRABLE METHOD FOR JUDICIAL APPOINTMENTS; DEMOCRATIC PRINCIPLE,0.8,Editorial discusses judicial appointment method favorably,,,,pdf,,100101_19501105,
AL,Birmingham News,100101,1950,AL,AMENDMENT,4,MARION COUNTY LOCAL GOVERNMENT AUTHORITY,0,DOUBTED BY EDITORIAL; CONCERNS ABOUT EXTENSIVE POWER GRANTED,0.85,QA VERIFIED: CONFIRMED FROM SCAN,,,,pdf,,100101_19501105,
AL,Birmingham News,100101,1950,AL,AMENDMENT,5,TALLADEGA COUNTY FEE SYSTEM ELIMINATION,1,PASSAGE FAVORED; SUBSTITUTES SALARY SYSTEM FOR OFFICIALS,0.85,QA VERIFIED: CONFIRMED FROM SCAN,,,,pdf,,100101_19501105,
AL,Birmingham News,100101,1950,AL,AMENDMENT,6,MONROE COUNTY SCHOOL TAX ELECTION AUTHORIZATION,1,PASSAGE DESERVES APPROVAL; PERMISSIVE AMENDMENT FOR LOCAL DECISION,0.85,QA VERIFIED: CONFIRMED FROM SCAN,,,,pdf,,100101_19501105,
AL,Birmingham News,100101,1954,AL,AMENDMENT,1,HALEY'S AND DOUBLE SPRINGS WINSTON COUNTY MUNICIPAL BOND AUTHORIZATION,1,PASSAGE RECOMMENDED; LOCAL MUNICIPAL MATTER,0.85,QA VERIFIED: CONFIRMED FROM SCAN,,,,pdf,,100101_19541031,
AL,Birmingham News,100101,1954,AL,AMENDMENT,2,MADISON COUNTY COURT REGULATION AUTHORIZATION,1,PASSAGE RECOMMENDED; ALLOWS LEGISLATURE TO REGULATE COURT COSTS,0.85,QA VERIFIED: CONFIRMED FROM SCAN,,,,pdf,,100101_19541031,
AL,Birmingham News,100101,1954,AL,AMENDMENT,3,MORGAN COUNTY SCHOOL TAX AUTHORIZATION,1,PASSAGE RECOMMENDED; PERMISSIVE SCHOOL TAX AMENDMENT,0.85,QA VERIFIED: CONFIRMED FROM SCAN,,,,pdf,,100101_19541031,
AL,Birmingham News,100101,1954,AL,AMENDMENT,4,WALKER COUNTY UTILITY BOND EXPANSION AUTHORIZATION,0,OPPOSED; NEWSPAPER FIRMLY OPPOSES MUNICIPAL BOND SALES WITHOUT PRIOR APPROVAL,0.9,Editorial explicitly recommends NO vote; opposes use of municipal bonds without referendum,,,,pdf,,100101_19541031,
AL,Birmingham News,100101,1954,AL,AMENDMENT,5,MUNICIPAL BOND AUTHORITY EXPANSION,0,OPPOSED; RELATED CONCERNS TO NO. 4; OPPOSES EXPANSION OF GOVERNMENT BOND USE,0.9,Editorial opposes this amendment for reasons parallel to No. 4,,,,pdf,,100101_19541031,
AL,Birmingham News,100101,1954,AL,AMENDMENT,6,POLL TAX EXEMPTION FOR BLIND AND DEAF PERSONS,1,PASSAGE RECOMMENDED; HUMANITARIAN PROVISION FOR DISABLED CITIZENS,0.85,QA VERIFIED: CONFIRMED FROM SCAN,,,,pdf,,100101_19541031,
AL,Birmingham News,100101,1956,AL,AMENDMENT,1,REAPPORTIONMENT OF STATE LEGISLATURE; RAISE SENATORS FROM 35 TO 67 AND REPRESENTATIVES FROM 106 TO 152; EACH COUNTY WOULD HAVE ONE SENATOR REGARDLESS OF POPULATION,0,SHOULD BE REJECTED; UNSOUND PLAN; WOULD MAKE LEGISLATURE MUCH MORE EXPENSIVE AND UNWIELDY,0.9,,,,,pdf,,100101_19561104,
AL,Birmingham News,100101,1956,AL,AMENDMENT,2,AUTHORIZE STATE TO ISSUE $4000000 IN BONDS TO FINANCE NEW CONSTRUCTION AND IMPROVEMENTS AT STATE MENTAL HOSPITALS BRYCE AND SEARCY AND PARTLOW SCHOOL FOR RETARDED CHILDREN,1,SHOULD BE APPROVED; IMPROVEMENTS WOULD HELP RELIEVE TRAGIC OVERCROWDING; BONDS REPAID FROM GENERAL FUND REQUIRING NO NEW TAXES,0.9,,,,,pdf,,100101_19561104,
AL,Birmingham News,100101,1956,AL,AMENDMENT,3,AUTHORIZE STATE TO ISSUE UP TO $2500000 IN BONDS FOR CONSTRUCTION AND EQUIPPING OF HOSPITALS HEALTH CENTERS TUBERCULOSIS HOSPITALS AND RELATED MEDICAL FACILITIES,1,SHOULD BE APPROVED; BOND ISSUE COULD RESULT IN BUILDING $12000000 IN NEEDED MEDICAL FACILITIES WITH HILL-BURTON ACT MATCHING FUNDS,0.9,,,,,pdf,,100101_19561104,
AL,Birmingham News,100101,1956,AL,AMENDMENT,4,PERMIT LEGISLATURE TO FIX ALTER AND REGULATE COSTS AND CHARGES OF COURTS IN WALKER COUNTY; EXEMPT FROM SECTION 96 OF CONSTITUTION,1,SHOULD BE APPROVED; SIMILAR TO PREVIOUS AMENDMENTS AFFECTING OTHER COUNTIES,0.9,,,,,pdf,,100101_19561104,
AL,Birmingham News,100101,1956,AL,AMENDMENT,5,SIMILAR TO NO 4 BUT APPLIES ONLY TO PIKE COUNTY,1,SHOULD BE APPROVED,0.9,,,,,pdf,,100101_19561104,
AL,Birmingham News,100101,1956,AL,AMENDMENT,6,PERMIT LEGISLATURE TO FIX ALTER AND REGULATE FEES AND COMPENSATION OF COURTS AND COUNTY OFFICERS IN COLBERT COUNTY; PERMIT SALARY SCHEDULES FOR FEE-BASED OFFICERS,1,SHOULD BE APPROVED,0.9,,,,,pdf,,100101_19561104,
AL,Birmingham News,100101,1956,AL,AMENDMENT,7,PERMIT TUSCALOOSA COUNTY TO ISSUE UP TO $2500000 IN BONDS FOR CONSTRUCTION AND EQUIPPING OF COUNTY COURTHOUSE AND JAIL; SUBJECT TO VOTER APPROVAL,1,SHOULD BE APPROVED,0.9,,,,,pdf,,100101_19561104,
AL,Birmingham News,100101,1956,AL,AMENDMENT,8,PERMIT CITY OF GADSDEN TO LEVY AND COLLECT ADDITIONAL PROPERTY TAX OF ONE HALF OF ONE PCT FOR PAYING OUTSTANDING BONDS; DOES NOT REQUIRE VOTER APPROVAL,0,SHOULD BE DEFEATED; DOES NOT SPECIFY THAT VOTERS MUST APPROVE ADDITIONAL TAX; WE OPPOSE RAISING TAX RATES WITHOUT CONSENT OF TAXPAYERS IN AN ELECTION,0.9,,,,,pdf,,100101_19561104,
AL,Birmingham News,100101,1958,AL,AMENDMENT,1,LAUDERDALE COUNTY GOVERNMENT FORM CHANGE,1,PASSAGE RECOMMENDED; PERMITS LOCAL GOVERNMENT REFORM,0.85,QA VERIFIED: CONFIRMED FROM SCAN,,,,pdf,,100101_19581101,
AL,Birmingham News,100101,1958,AL,AMENDMENT,2,MARION COUNTY GOVERNMENT AUTHORITY AND PROPERTY DISPOSITION,0,REJECTED; GRANTS EXTENSIVE POWER; WOULD VIOLATE SOUND DEMOCRATIC PRINCIPLE,0.9,Editorial explicitly urges defeat of Amendment 2; lacks provision for project approval,,,,pdf,,100101_19581101,
AL,Birmingham News,100101,1958,AL,AMENDMENT,3,MONTGOMERY COUNTY SCHOOL TAX AUTHORIZATION,1,PASSAGE RECOMMENDED; PERMISSIVE AMENDMENT FOR SCHOOL PURPOSES,0.8,Editorial recommends YES vote on Amendment 3,,,,pdf,,100101_19581101,
AL,Birmingham News,100101,1960,AL,AMENDMENT,1,STATEWIDE COUNTY COURTHOUSE BRANCH AUTHORITY,1,APPROVED; ONLY TRULY STATEWIDE AMENDMENT WITH GENERAL INTEREST,0.8,Editorial recommends approval of Amendment 1,,,,pdf,,100101_19601106,
AL,Birmingham News,100101,1960,AL,AMENDMENT,2,UNIONTOWN AND BONAAKE LOCAL BONDING AUTHORITY,1,APPROVED; LOCAL BONDING MEASURES FOR TOWNS,0.85,QA VERIFIED: CONFIRMED FROM SCAN,,,,pdf,,100101_19601106,
AL,Birmingham News,100101,1960,AL,AMENDMENT,3,UNIONTOWN AND BONAAKE LOCAL TAX AUTHORIZATION,1,APPROVED; LOCAL TAX MEASURES FOR TOWNS,0.85,QA VERIFIED: CONFIRMED FROM SCAN,,,,pdf,,100101_19601106,
AL,Birmingham News,100101,1962,AL,BALLOT MEASURE,PROPOSITION-2,BIRMINGHAM ADOPT MAYOR-COUNCIL FORM OF GOVERNMENT (REPLACING THREE-COMMISSIONER SYSTEM),1,ENDORSED — 'TUESDAY PULL THE LEVER BY PROPOSITION NO. 2 IN THE LOWER RIGHT CORNER'; PAPER STRONGLY ENDORSES MAYOR-COUNCIL OVER COMMISSION GOVERNMENT,0.92,,,,,pdf,,100101_19621104,
AL,Birmingham News,100101,1962,AL,AMENDMENT,AMENDMENT-1,STATEWIDE CONSTITUTIONAL AMENDMENT (DETAIL NOT FULLY READABLE IN OCR — SUPREME COURT/RECORDS-RELATED),,OCR-DEGRADED; PAPER'S RECOMMENDATION DIRECTION NOT CLEARLY EXTRACTABLE,0.55,Amendment text obscured in OCR; News position not legible,,,,pdf,,100101_19621104,Missing endorsed | Low confidence (0.55)
AL,Birmingham News,100101,1962,AL,AMENDMENT,AMENDMENT-2,ALLOW COUNTY COMMISSION TO USE SURPLUS FUNDS FOR SCHOOL PURPOSES (LIMITED ONE-TIME APPLICATION),0,OPPOSED — PAPER NOTES THIS WOULD BYPASS NORMAL CHECKS ON TRANSFER FROM ANY SOURCE; CHARACTERIZED AS POOR LEGISLATION,0.75,OCR partially readable; News position inferred from critical framing of 'no check on such transfer by voters',,,,pdf,,100101_19621104,
AL,Birmingham News,100101,1962,AL,AMENDMENT,AMENDMENT-3,AUTHORIZE CITY OF MOUNTAIN BROOK TO LEVY ADDITIONAL PROPERTY TAX (UP TO 9 MILLS MAXIMUM),1,ENDORSED — 'THE NEWS SEES THIS AS' GOOD GOVERNMENT; LOCAL CITY OF MOUNTAIN BROOK MEASURE,0.85,,,,,pdf,,100101_19621104,
AL,Birmingham News,100101,1962,AL,AMENDMENT,AMENDMENT-4,SPECIAL PROPERTY TAX FOR PRIVATE/CATHOLIC SCHOOLS (CULLMAN/RUSSELL COUNTY),0,OPPOSED — PAPER WARNS AGAINST PUBLIC TAX SUPPORT FOR PAROCHIAL SCHOOLS; SEES AS SETTING POOR PRECEDENT,0.78,OCR partially readable; News position inferred from critical framing of taxation for parochial schools,,,,pdf,,100101_19621104,
AL,Birmingham News,100101,1962,AL,AMENDMENT,AMENDMENT-6,BIRMINGHAM CITY-WIDE SPECIAL ELECTION AUTHORIZATION (DETAILS NOT FULLY READABLE),1,"ENDORSED — 'NEWS RECOMMENDS ""YES""' / 'VOTE ON AMENDMENT NO. 6'; LOCAL JEFFERSON COUNTY MATTER",0.75,OCR partially readable; News explicitly recommended 'Yes' on this measure,,,,pdf,,100101_19621104,
AL,Birmingham News,100101,1964,AL,AMENDMENT,1,PERMIT LEGISLATION ABOLISHING FEE SYSTEM IN LAMAR COUNTY AND PROVIDING SALARIES FOR PROBATE JUDGE SHERIFF TAX ASSESSOR TAX COLLECTOR IN LAMAR COUNTY,0,NO ON ALL AMENDMENTS; NEWS CONSISTENTLY OPPOSES ANY AMENDMENT UP FOR STATEWIDE VOTE WHICH DOES NOT PROVIDE FOR SUBSEQUENT VOTE OF APPROVAL BY CITIZENS OF EACH COUNTY AFFECTED,0.9,,,,,pdf,,100101_19641101,
